,SCLC-A,SCLC-A2,SCLC-N,SCLC-P,SCLC-Y
Crtap,0.025269761541925794,0.024326867077252134,0.0407672171235926,0.02913841817128352,0.04694625375507539
Crym,0.008883911859022047,0.021272387947670973,0.0009941042272537902,0.03653741515985141,0.011787019681396074
Csag1,0.019863128090776935,0.02969677939477634,0.03095471611106793,0.04023778797723747,0.004016524955373858
Csrp1,0.04116773415739091,0.05063868312182924,0.027884162814240675,0.037102488442028174,0.042107765379249935
Ctbs,0.01144596673985537,0.020641089320692613,0.014897167633961674,0.015401240908890414,0.026550938033469116
Cthrc1,0.015213623689808685,0.0314242033897698,0.017300806736623313,0.005712006980722861,0.02465762653427562
Ctnna1,0.04230911750184607,0.039804759498769694,0.037457021225082696,0.05001471670401765,0.05550808432037722
Ctnnd2,0.01444060354705146,0.0015394906602349452,0.030519705573287904,0.020133082030899092,0.0017673216989538823
Ctsa,0.02761782650186329,0.03577773628564077,0.030872180363434303,0.04267957718431778,0.045645507812256174
Ctsb,0.03366401606477857,0.035645394557816304,0.03570710026307464,0.036831470995880314,0.04613185563165203
Ctsc,0.011555954727823985,0.02850472689271164,0.02752915578718344,0.0564653937142068,0.03448554429419086
Ctsd,0.03607772569942341,0.04380484700849386,0.03612920207938473,0.046386736223047,0.05008702657372539
Ctsf,0.03170019650839587,0.03275761789605819,0.026699627932336892,0.01750587771238176,0.02794462194682406
Ctsh,0.016056261531086587,0.015052515568139706,0.02643399116759834,0.028990078800016392,0.03287757026194036
Ctsl,0.007827297130293636,0.017195550587642803,0.017386655949001243,0.023727374365266382,0.05086274227043779
Ctsz,0.0009611206768789631,0.013790358774221011,0.0026413092293920836,0.0358923203864745,0.03163580082411507
Cxcl16,0.01221271322571402,0.013845096279362791,0.007502900460180594,0.01974535839046436,0.025945605620968978
Cxcr4,0.044687862635997486,0.03166836670322622,0.0352967288626478,0.018527359351255553,0.005829490645881951
Cxxc4,0.025044662261016152,0.028660575847110223,0.017981396603166704,0.005354524076681461,0.004308079438495155
Cyb5a,0.044499810725018865,0.04622514520092105,0.04040581362797375,0.05435512882300714,0.029166241558035533
Cyba,0.013268423129558058,0.035334811207480915,0.017330885417951355,0.051087609507539246,0.03086120262415551
Cybrd1,0.007197134949114276,0.0026451165831346416,0.01084431623103525,0.010536682608328999,0.03332603244197558
Cyfip2,0.03704320729558023,0.030411395040241773,0.034165727776341165,0.028322687412385937,0.015074235613416115
Dach1,0.021322454830609246,0.005926075075515615,0.036612465028780704,0.012764248342198031,0.002518457752667802
Dcbld2,0.02776121426107472,0.018115865495790216,0.028425947189997258,0.026565081723931683,0.03912193807518253
Dchs1,0.02703389777791782,0.009953081227675699,0.016790213860539364,0.013186444522190408,0.00841502157616654
Dclk1,0.02795913710035635,0.022751510039216567,0.02178256110835894,0.02159191995252887,0.009129582079933633
Dcx,0.03350447697738972,0.006643160433857455,0.0343726349524966,-0.006496090085460888,-0.004041295290208138
Ddah2,0.032491985486328125,0.026764030141413087,0.023883362166599694,0.029971773674181478,0.043032817434064737
Ddc,0.03630141061316661,0.05623113117017753,0.018568005141442297,0.005307774948641409,-0.0006722325874564058
Decr1,0.02501484935430991,0.025720378314954988,0.019164179065832815,0.031205833543225793,0.04220509079240844
Dennd2a,0.029078847111597153,0.013374744233661933,0.02540327170066091,0.008098495931566117,0.007657621242500907
Dgka,0.01210400302258558,0.014197452722295232,0.01942003041413352,0.022121086244210966,0.028648679558466967
Dgkb,0.028060952606008795,0.020724931037039523,0.017230308033411915,0.0002952062287552274,-0.0035483800489667485
Dhx32,0.017454469633965058,0.025765118370947245,0.011278218934347831,0.020810229234467053,0.025964689511649507
Diras1,0.03351101159053784,0.012024745670372032,0.034565770139954634,0.004107995550094406,0.014418030087538681
Dkk3,0.023972589681515194,0.011436061068481301,0.02588118413331062,0.013390536429120116,0.03237520267943047
Dlg3,0.04034304046676888,0.03182717913188652,0.02894017032344849,0.03846278691023783,0.01898231007851294
Dlg4,0.028017257836541378,0.014239469545543577,0.039466041194946205,0.015996688061788937,0.02538910379715242
Dlk1,0.03079215128363475,0.016521999471796268,0.023288913562054654,0.0012154275617720402,0.000985509621735547
Dll1,0.031894941682567506,0.033428161254045845,0.008395232358777628,0.030145105441342045,0.011035327875496565
Dll3,0.03417776987089124,0.03448968600586041,0.02992476151869725,0.026563330589356848,0.010381346973829773
Dlx1,0.03476930590265995,0.02343801683976031,0.028201140092788,0.013409793926796518,0.021863602088310626
Dlx5,0.04212256643373339,0.024712822799820018,0.017564121320222593,0.021382046510854576,0.0063968577234948636
Dlx6,0.03468818961763681,0.024320054531989103,0.023190566297624542,0.015147914193709335,0.012033351511457341
Dmkn,0.014679953349749978,0.015185633244736815,0.014981745585614428,0.011534941299663521,0.03412562056118974
Dmtn,0.030884176495408335,0.022785124425538317,0.02156983145466856,0.01869278298877171,0.01050809856044348
Dnajc12,0.023298806887978717,0.03857769280293431,0.029292906541491134,0.02579718198976994,0.006587360404317593
Dnajc6,0.03247714827636106,0.030430381771511347,0.03651477493289597,0.02858710406129373,0.011068321321924032
Dnali1,0.030100547729926624,0.03934554729570697,0.011911455003784575,0.010371330338346755,0.004494038389702871
Dner,0.03679125628362439,0.03132548387234262,0.011236097632754133,0.006783229095117989,0.022042086511486345
Dock1,0.012716994959420781,0.011242085027366991,0.017228243911485728,0.02720468207772394,0.03500069819505518
Dok4,0.027110204297090316,0.011723219965307664,0.032429176702760215,0.020727876264046975,0.014632436221529514
Dpp10,0.0214414315733214,0.0254153272139545,0.016687335355564093,0.010717256696604623,0.004935754534948871
Dpysl2,0.04435883189944362,0.030334722814064376,0.042988693943311354,0.032588174564031486,0.024836982328232782
Dpysl3,0.04722161089693972,0.04499764372545515,0.0385644270973133,0.03459007592968612,0.020163152918602517
Dpysl4,0.03358360244282812,0.014148664075684372,0.028889801459799865,0.007179730422969977,0.015723290134902312
Dpysl5,0.048351157396101005,0.028963397427297435,0.04545774989890061,0.030416161719051912,0.009926047965774136
Dram1,0.0056423695657435565,0.008367445628055003,0.0039027085957256415,0.00802540799383728,0.02577972370270535
Drd2,0.017741752527354233,0.0169236213087028,0.02935232345500929,0.00633702783959993,-0.00012216555683277838
Dse,0.021503771770865435,0.014791799900125514,0.015040139878333709,0.01610248419011852,0.029463251280920734
Dsg2,0.015190787852093813,0.02034424959855405,0.018934081688833974,0.05025527485931415,0.014004764358645606
Dsp,0.03080108399591158,0.04501408634185607,0.014358098648107517,0.04634147417312057,0.008500131645288098
Dtna,0.0328869996134801,0.03778625571068719,0.033922993770903236,0.018165718303548826,0.01114898404143851
Dusp26,0.031611109175741364,0.020153944006558983,0.03722696453091825,0.003306382826216601,-0.0034939783923689976
Dusp4,0.0195976817984608,0.025769486431366995,0.01344872496278329,0.007125615046414764,0.01150255230143573
Dusp6,0.0171699228238051,0.02777013792748234,0.00793893957097376,0.013334960882695673,0.04279322468598414
Dyrk4,0.02025099129060471,0.02006383301503022,0.019175281353767004,0.03889558520487506,0.030019802406174634
Eef1a2,0.0451235617582538,0.024161862795167702,0.0674287648115178,0.024177050404564266,0.03650833194222014
Efemp1,0.008312453876299848,0.012230067326902115,0.007802171497896431,0.005194628562984862,0.031283308267081845
Efemp2,0.006809181363388233,0.004952048215935113,0.010751839433185521,0.008480660468681078,0.027475407456234096
Efna4,0.009842305751163662,0.0061588389956085884,0.005239803382593405,0.023897866713680462,0.028675712252755028
Efnb2,0.018409821592304528,0.00868960454118327,0.02408506589125791,0.03237760097632174,0.010413736043275574
Efnb3,0.028822705064170086,0.010507096647436194,0.030155015358328128,0.0071874573435757915,0.017175862029336204
Efr3a,0.0152779048327672,0.02596815614090262,0.019257068333066427,0.037486219807012666,0.02955160948142388
Efs,0.02935225298279077,0.0006138276662781702,0.0268751351370493,0.00816591078916488,0.015221609580383764
Egfl7,0.008112556503999233,0.019406634346377943,0.019040420297453276,0.012182041561308733,0.0292072907217538
Egfr,0.012101944895570961,0.011333801224714248,0.0031830078774242655,0.009657856232107005,0.03243828476173746
Egr1,0.014526130178324777,0.016973138822811415,0.013082050926561997,0.01787052950942972,0.03245240335789108
Ehbp1l1,0.014467760090096975,0.021911770751541007,0.010504023187401464,0.02092556953478206,0.03557194453564382
Ehd2,0.0005100190833558181,-0.0008501300341012984,0.011822786810860525,0.0026781778739682913,0.029778314407798614
Ehf,0.010285889238290423,0.018717515390865476,-0.005544477631952067,0.037043662378630327,0.010298954296598722
Eif2ak4,0.019402458659736735,0.019515238565698288,0.03084763224914119,0.03540964747564789,0.03400771946319853
Elavl2,0.028928688365769926,0.018909748254956962,0.03697328701240964,0.0048227863163569275,0.006344626739872415
Elavl3,0.04908872973828129,0.025981133576130706,0.04088568419280099,0.0013815370805961116,0.003197276187479298
Elavl4,0.042637025048949825,0.02801646705111884,0.034598275765471156,0.00229245698522439,-0.0008238750784349515
Elf1,0.017628721445270997,0.027306919357934858,0.014711027892789356,0.03773496642769851,0.028534196103483813
Elf3,0.026259906170978155,0.053974284953813755,-0.0008198805367386037,0.037274627013876474,0.01041250731136525
Elk3,0.008928097214187945,0.013967275475175792,0.012483919824948116,0.013619555597724483,0.03527881047219488
Elmo1,0.020384966887749646,0.021889274263447826,0.032628108268422995,0.013709660735994432,0.0005580422537807093
Eln,0.010281815521082536,0.006513639043637713,0.029422871309721398,-0.007451347255201296,0.010109346478221011
Elovl2,0.03207160551235776,0.022349813217761996,0.031028329189954455,0.02248753783979693,0.013329046422421284
Elovl7,0.02423401810377358,0.028888031014692925,0.013543676811105592,0.025861782370571247,0.010588055295206343
Eml1,0.028300790281034115,0.012640146264609908,0.035303269625700386,0.013566345556580239,0.027276632851971506
Emp1,0.0038477657970028434,0.0030607797013868874,0.00456206583891806,0.011514125966696775,0.03683679232041238
Emp2,0.022185083002342385,0.029040472829808036,0.014188705911052762,0.02794174578797207,0.03943195152325489
Emp3,0.01211849620124387,0.010508822996177796,0.022679293269853254,0.012967622184951988,0.043745389026772816
Enho,0.029297809329774112,0.01915244790154906,0.02511921139254229,0.01149791726779571,0.013892181805049792
Eno2,0.05608738197377735,0.04074855117956355,0.0542888455587249,0.04563330458660988,0.029566561578608857
Enpp4,0.024515412141052184,0.02965832467161485,0.016206018247183658,0.0316119148750525,0.017652384697895162
Eogt,0.010732036406547959,0.012665276560769753,0.014727642449978987,0.014724420635317228,0.02955232647983839
Epas1,0.010336510381759255,0.025099467597472336,0.0019641167369117045,0.00826947035008123,0.029835748820069896
Epb41l2,0.006646611333262818,0.006215546498325318,0.017157028688228316,0.03203696773077154,0.03599598116413047
Epb41l3,0.03562202262461741,0.024265019064670483,0.032763337092414,0.019159853835010548,0.01759357260624489
Epcam,0.052668481462552735,0.05749257793057252,0.027639756269229817,0.05929228764277231,0.010431485432178101
Epdr1,0.006469303249439121,0.011406375700146168,0.02306355102676073,0.02899515629414502,0.02902588016434971
Epha2,0.0015290337212454845,0.003729878946516702,0.009907762999327057,0.019938117667164208,0.033046846432305564
Ephb2,0.024516031652106515,0.015277856633251138,0.02888514593032035,0.01466587654280279,0.026917728085804667
Ephb4,0.013068227657145152,0.006266312421244858,0.018159006318261495,0.016594944560617334,0.042855834426069085
Epor,0.01868819549740227,0.025547558123988266,0.012833068212975914,0.01191145939896088,0.02736532633033715
Eps8l2,0.023399891338502177,0.035004407393193736,0.014140673581046462,0.0321915817876377,0.016278552565857213
Erbb3,0.01796854773736878,0.020469596145850682,0.0039407011858055355,0.043835973638745876,0.010123084442941445
Erf,0.025274712779707754,0.022657248718672755,0.036860181205482644,0.031705005880493,0.0381396100213418
Errfi1,0.022326282673706524,0.028853219994685,0.0251292839735236,0.02612025759723308,0.03682292545008891
Espn,0.026798310161999166,0.03058128665801693,0.009870910811059211,0.04399121090533512,-0.002253853511806345
Esrp1,0.04040982853775145,0.04015268510432246,0.009387561288542528,0.044882746421754945,0.0022669501090279496
Esrp2,0.008985477908966196,0.025979671728795325,0.0011311941552465705,0.026443582856723394,0.004607901663407913
Etfb,0.023137095096158078,0.027993117667841263,0.031274133541969056,0.04859198529114935,0.038571433550693424
Ethe1,0.017846992866171977,0.02043469290127363,0.0220928506021993,0.026847326616782366,0.0346990094214971
Ets1,0.01874580917597435,0.0374274319309921,0.013488096817778022,0.02345846346610626,0.02395139532393736
Ets2,0.03493618871300983,0.0457483308848907,0.02176967604619443,0.021452707314811217,0.018549667377168077
Etv4,0.0059837904818216495,0.019253092356823497,0.009910553897498212,0.0172368692397747,0.035963641770968446
Etv5,0.017895209736753567,0.018584938220202196,0.015335915795160183,0.009188885683667984,0.03977418166462453
Etv6,0.02028436039107642,0.026269784576611003,0.006144498228530987,0.022885966651819706,0.02002667631247798
Eva1a,0.011078450644273008,0.029099293251307834,0.00169149082512978,0.002304363558222063,0.01253354122615217
Evl,0.04983613034429408,0.028045661121354648,0.052207647454653255,0.03796513114952428,0.027408805173325453
Ext1,0.022543316821992676,0.022599620405460586,0.023410809765585676,0.029511570043124276,0.03735925078609742
Extl3,0.034140247677592966,0.03656730830620091,0.030647338488574066,0.025940765388550068,0.025693395219956113
Eya2,0.03623227930761225,0.01968433132599276,0.038722366063675184,0.026986015142847045,0.0067411617567269605
F11r,0.040435387071299345,0.04157490924554476,0.01963657525738848,0.04560583886758463,0.024982670395946732
F2r,0.010726249208372039,0.00023847855060034925,0.013195685580637233,0.025296794249250222,0.026109219673105928
F3,0.007971990449021919,0.017577589212104856,0.002848455815227281,0.0054465141758849615,0.02643809382252594
Faah,0.018420987914022222,0.026637835879645553,0.01532457259069875,0.022683792656852636,0.008620741995109198
Faah2,0.022050141653298837,0.0265754320400697,0.0056837348598887975,0.018400542817638425,0.004059468018871972
Fabp5,0.03226410046565991,0.04522157419368095,0.02276702335145876,0.05107404859193554,0.039340333069510056
Fah,0.005246260326088689,0.014919774049612701,0.020200663167698592,0.031542222739587795,0.03201670699488009
Fahd2b,0.01629629901824218,0.014392667332299956,0.02564232931509337,0.03033025456757705,0.030428254583684224
Fam107b,0.036841741083243416,0.026051224886299157,0.028644505844061682,0.023684940690557654,0.015448733192939254
Fam111a,0.03240220545641819,0.03470810019596145,0.004589542024950461,0.026872390983889584,0.03641933724433123
Fam114a1,0.014983257777579867,0.023231993019001737,0.006879819661629094,0.016711984934333263,0.03741342581815577
Fam129a,0.021308260907047603,0.016822574509880797,0.01641449516167684,0.016830299858893342,0.03475407648062018
Fam131a,0.033916844747431646,0.02663924843709081,0.03529118252239013,0.01602924882388815,0.025787971095986257
Fam167a,0.011426898722591228,0.024624978612850203,0.018246643663344757,0.0009604903509746172,0.015145737651431325
Fam174a,0.02370924724622109,0.03352338381208842,0.0195613767458891,0.022689293750829554,0.02751388636994683
Fam174b,0.026082414136429005,0.03194878305176176,0.021590746861654363,0.02304230756099593,0.014913390453248252
Fam20c,0.021059936489809594,0.00484291888621575,0.025018094322895573,-0.000727767114415695,0.031244714908308827
Fam221a,0.035813761777735036,0.03313445843752654,0.030754450358128845,0.027775367311570334,0.01714852003697247
Fam3b,0.017732579911706146,0.044126566315636016,-0.003313538335469113,0.017709824150516026,0.0010024211644001925
Fam57b,0.03482160225087366,0.016093906762018478,0.043193518509887084,0.01628720793722233,0.00464830408701698
Fam83h,0.018659522771573442,0.024885509069720504,0.008088503640214666,0.03397954243338411,0.015150654215498814
Fam84a,0.024561245107307977,0.031516701837633186,0.009259022016409312,0.014381973132855306,0.006963164221782739
Fam84b,0.027861959911344988,0.03623594300008442,0.02083087634788881,0.039237035876221286,0.012653265417306709
Far2,0.01682840087787989,0.010984737341893083,0.020276782896201134,0.03530749577646265,0.011442069558365912
Fasn,0.03862340363659902,0.035888578044654465,0.052237559001834556,0.06116242428183875,0.036843130036087794
Fat1,0.017468450213866886,0.020066275594901952,0.013232115939547748,0.039376753773614964,0.031408919710802875
Faxc,0.033480919082477606,0.023571536510558766,0.031130944216024196,0.0250267510447628,0.014582648895842541
Fbln1,0.03579655816477537,0.010968612748052954,0.03107297232371732,0.02911184048426651,0.04341709953023092
Fbln7,0.020763224970792103,0.033634281315620074,0.005176851096644032,0.0059474392658475355,0.009780988770860526
Fbn1,0.00815514087056348,0.003641283247622645,0.007049294674931101,0.0024741065072904278,0.02811161232777498
Fbxl16,0.027211805224208078,0.024096318287051853,0.032846218470595615,0.016080278190665674,0.011016246936879108
Fbxo17,0.0014094464033828633,0.0012681040540686174,0.014219292337625611,0.020297434685044642,0.027733533802186693
Fbxo32,0.02110560200302797,0.028501456350234024,0.009402525698520757,0.02389129282115621,0.011218272890653738
Fermt2,0.027885087481033792,0.02024284199444012,0.033417530330223766,0.028898259168033753,0.04294387581980225
Fez1,0.013038037836052582,0.003357498312524203,0.03201478349934716,0.012269928289786607,0.017017109143603278
Fez2,0.017373959858779504,0.01893878844770424,0.030840782485452446,0.02927904187455031,0.039285970909019176
Fgd3,0.02869652922434385,0.017041248762786437,0.0060287082542222975,0.013004064004048712,-0.0002424224765387681
Fgf12,0.025385142885557897,0.028466153310461876,0.0243412890723994,0.035474702932483795,0.007658311051412629
Fgf14,0.02595960105248069,0.029963412938421637,0.014287397261945698,-0.005862165303517313,0.0032623508924904746
Fgfrl1,0.004368463447044876,0.0071393890683647526,0.008194837048762674,0.023945159199129724,0.03420753234223484
Fhl1,0.028181101484845816,0.008476649062012873,0.049005438425550114,0.018496886800264886,0.036947077931985046
Fhl2,0.01042085197958029,0.02214708998289004,0.02489266633665548,0.016786552547714488,0.03536116588351413
Fhod3,0.024719801459363568,0.013109530548937185,0.03135934075943714,0.014233047062930238,0.022130031780002602
Fkbp10,0.01888195142239769,0.019427688593246804,0.019771160789208285,0.03436703993150124,0.043545637726553614
Fkbp11,0.009361802706099593,0.018307763368244082,0.022359434465167756,0.034776152911411465,0.023598555634168
Fkbp14,0.013165416452095444,0.016514255243060133,0.02082443550859127,0.028167059708707996,0.030380047311517645
Flna,0.04385899436873545,0.03545146838389641,0.047062974596459965,0.05306834278323424,0.05481053780381548
Fmn2,0.029555136893398483,0.0191861625241508,0.020197633239210366,0.011208150563304032,0.003920788242326161
Fn1,0.02023298040098708,0.028703481868016502,0.012047111109477713,0.017203359631569704,0.04064493726718236
Fndc3b,0.018337443803203166,0.028467555438223626,0.020278271803858935,0.02630928150719291,0.043132532397576154
Fndc5,0.029063007304010315,0.007804238444319948,0.03248552998593792,0.008770601637572423,0.007327540579454313
Fos,0.01658638636691579,0.027272205500358873,0.021065700098975244,0.01524385877521116,0.031158989221164182
Fosl1,-0.0007864886671973922,0.004389716876393587,0.0019599100097885073,0.010554019517101419,0.027459625214242073
Fosl2,0.016395811442461734,0.019180259701348422,0.0206828074176582,0.018521582378611547,0.033950218117918034
Foxa1,0.035147846606872174,0.03624202136302212,0.024224535356681145,0.026469706530815987,0.01495459585974558
Foxa2,0.01892822042122054,0.043891257784945535,0.006160824262171836,0.005266502576589276,-0.004208073492204371
Foxg1,0.03502807217562435,0.018431934229438895,0.04025864799555601,0.008367840580462464,0.0038189358859760125
Foxo6,0.026777024023723107,0.019806583433840678,0.029989930744900688,0.014260024199236273,0.005031437827537124
Fras1,0.027703931939753772,0.025798068854294545,0.01816817276756226,0.015366307043860005,0.013213698382134795
Frmd6,0.01381167393105901,0.005635443915622939,0.022758212218000777,0.012627794970401623,0.03481613827828781
Fscn1,0.04147140892881062,0.022290694457805415,0.049636632033998526,0.04178483042588239,0.040285640588127516
Fsd1,0.035347051785375116,0.01977466620094619,0.04323104360918102,0.029186708805222367,0.024718398633040355
Fstl1,0.021292017046330766,0.0015485235573271772,0.02131514135682334,0.01145845758503555,0.05252260010180191
Fstl3,0.011623818661862646,0.01081697172260419,0.01770755613581707,0.00967225551143999,0.02894695314344673
Fuca2,0.018789266912541888,0.03028510939700547,0.022381289974526958,0.031718808453194386,0.03468813944013615
Fxyd5,0.008432206829591574,0.01488796485450831,0.01804105721191716,0.009977045846690506,0.04470239271728224
Fxyd6,0.05692071618791009,0.03833953314704356,0.044015397735404686,0.03960412883772957,0.016733219099475064
Fyn,0.052619276145799386,0.038980843447992436,0.047731773916470994,0.03530840756190966,0.027823775717842805
Fzd2,0.01596020354986187,0.013992847377115848,0.014791927085267149,0.0034564968330081996,0.0288402253708637
Gab2,0.03133068090075741,0.02749097326121745,0.023929909834188256,0.03754959259671457,0.015301749891574122
Gabarapl1,0.01871904404232503,0.03417861726373297,0.013978512892859491,0.034539305303566595,0.03639851925743742
Gabrb3,0.03596594977684475,0.024642341282012755,0.0403178777584915,0.005850669029393721,0.009799523281869107
Gad2,0.028773981223433383,0.01808326906706044,0.008778368949338729,-0.0025949200131772866,-5.262819765074527e-05
Gadd45b,0.00974742209541072,0.017780609025854804,0.007658341573846513,0.006562870242983945,0.03530905722522936
Gadd45g,0.03832115087323272,0.03504771990196458,0.02668580745504017,0.016860614863995756,0.0017561730913537527
Gal,0.004551337140673959,0.00624518152659482,0.01926127965838446,0.03409778575605574,0.014039498817518608
Galnt10,0.017481850479983328,0.023086556686758714,0.015172036820970987,0.007796964967872707,0.03859335262225289
Galnt14,0.00927732416341512,0.004761176172217224,0.025445514991239197,0.035295268814129595,0.02133705975006671
Galnt16,0.02202708844492332,0.00484186318781377,0.0303713701434093,0.0006447246428606692,0.016737747831751533
Galnt3,0.021198554418613094,0.028496296056140933,0.002761237854180157,0.024935082634045442,0.009178255824271918
Gap43,0.01799669002032829,0.00891703905774717,0.03927188245123166,0.001512563169304888,0.004519577197349272
Gas2,0.015325662844450933,0.007148639597802677,0.030005537083305077,-0.0007124426176412993,0.006813938422269837
Gas2l1,0.0059087463563021305,0.00970705610147425,0.017696478102237675,0.011990608242673693,0.03262787273293122
Gca,0.0316166884773626,0.03834467066037046,0.022509166406641426,0.03476501868093632,0.026942495014960696
Gch1,0.03437347248571376,0.03808035018862866,0.025554732434111087,0.02774136798920948,0.01313911827015543
Gchfr,0.019511163958960076,0.03503812258047476,0.014232983521057688,0.028579672991047224,0.023269008021020755
Gclc,0.020859846826795574,0.035161042726172834,0.02832748215211021,0.04795628864578397,0.03125590371888318
Gcnt1,0.01246712235595611,0.033644341928587035,0.004918159200582497,0.01563365296960603,0.008618062299653383
Gdap1l1,0.025168341713306903,0.0035220721473953054,0.03743666558178657,0.00325875430338996,0.0026929484490698153
Gdf15,0.004403018097526563,0.03522575719111224,0.005669038452606597,0.010378980384053936,0.01887707883332787
Ghrh,0.04012748522312882,0.009650013034124405,0.002493664394366229,0.014765390064254924,0.0014938870551462532
Gja1,0.008933759136062756,-0.0010767508611473724,0.007235053669347625,0.010114520295908527,0.029277305304218404
Gjb1,0.00555411465147838,0.02963082819045596,-0.00269106521850994,0.00414455196038535,-0.004120674039476668
Gjc1,0.030063244447679112,0.014065413748977148,0.030954080355034587,0.028949016865443183,0.03393180236346345
Glcci1,0.0383709192180708,0.031751302399546724,0.03570645636732699,0.03084735616384815,0.019994404722238124
Glce,0.025508101099679815,0.018334676836422977,0.03989807699507246,0.03176752032367109,0.02081902013618031
Glipr2,0.020259800890066078,0.004903246414815717,0.022389123361359817,0.007269641059408911,0.030593521321660527
Glul,0.0532108505918002,0.04831458566610989,0.055642199710245165,0.06390118580687174,0.03149400785011313
Gm2a,0.015599019523452677,0.015849425217960195,0.01967425182622072,0.021487659502775085,0.03292065234581004
Gnao1,0.0389809903313729,0.03138737788183719,0.04347176294478454,0.016874071428228547,0.0010752439047613275
Gnaz,0.03030347681919244,0.023152680285230435,0.03288632800615561,0.019487067017604626,0.013920489222429071
Gnb4,0.022334259596579673,0.021923321169468227,0.023696763649382318,0.01776573973677374,0.03382549403724727
Gng12,0.016375948900798163,0.02483724604493197,0.027101188997093503,0.023758233003387925,0.039322609056985744
Gng2,0.03804777353041797,0.022300862080399154,0.030834681015134514,0.0017903342181166077,-0.00320382033367523
Gng4,0.04945093090040809,0.04477775775434505,0.04758435668540748,0.036743080112542334,0.017892977375488676
Gpc1,0.02831201258748499,0.019180679180878672,0.028499715810922834,0.018194185945907115,0.03409918554281652
Gpc3,0.018499562779328908,0.021680538303398483,0.022382116434203635,0.01196538815271823,0.027473495597132677
Gpc4,0.011863874841091733,0.014121182026586968,0.009355429203504496,0.005679902033122259,0.030844825896918164
Gpm6b,0.028624786506092455,0.011243130703121482,0.03152830900610624,0.014681566919119378,0.008313822811557615
Gpnmb,0.015110055716831623,0.03062434694302845,0.015486005879489317,0.01666634503183775,0.021647228673396954
Gpr108,0.02103287825741072,0.028698495119147353,0.0192894941497626,0.02754100968349399,0.03553987164784151
Gpr160,0.017967190069305364,0.028513280067311936,0.007961591903024496,0.032184668946062645,0.014544094909532483
Gpr161,0.028099033575673924,0.007858252731225134,0.019501746418881964,0.018690647581200037,0.02814522759189491
Gpr162,0.025106849676201515,0.014650638925962745,0.030601191755537237,0.0008388691968773536,0.020000539230064583
Gprc5a,0.003603937055276325,0.004389857616330802,0.0035799626656748992,0.008098504501778061,0.02626031234561659
Gprc5c,0.023620014182389716,0.03061136158518243,0.024140591791621046,0.008961295625408573,0.018574164836747533
Gpsm1,0.025616837948724228,0.016438453149451058,0.03683615555363212,0.020191768262074142,0.02277122638432377
Gpx2,0.029848241355477374,0.05244974689888589,0.010525721069485506,0.02897274190954903,0.005865366399500078
Gpx7,0.030544439629024707,0.017529263690976,0.031181184380937792,0.01778196116568492,0.006395513220047417
Gpx8,0.0038727676988431154,0.0007647135408625498,0.010351414252132552,0.0168254453519403,0.04033360661865282
Grasp,0.015421443278464633,0.013748759096310547,0.015592587678246976,0.0315019517698271,0.0035025515392224224
Grb7,0.02368071724238904,0.029165650995119252,0.009586331198377521,0.025043640377453023,0.005259275417856697
Grhl2,0.014717311098560804,0.02034035811054796,-0.00570504967721544,0.03261376257033883,0.006375022496952559
Grik3,0.034922138175748595,0.02455109551937703,0.0300429494900393,-0.005532141669340368,0.006281364134222431
Grik5,0.022896054728104537,0.006769369434992609,0.028580344344579466,0.013117219733512943,0.00173791635982649
Grip1,0.03347812769004915,0.023156233545084108,0.022828812099883945,0.010828414296130321,0.006670977794674638
Grn,0.03306995375780817,0.04152475751299776,0.0365588839189479,0.04941083298266713,0.05066885155164042
Grp,0.03238339020524984,0.05979311672408266,0.006002164122014345,-0.010748918760569099,0.005743327952302884
Gsdmd,0.012164056341107229,0.021991281514060403,-0.0018003488706339144,0.022776377441879724,0.028827198407396355
Gsn,0.029709137772184077,0.030750593159251282,0.02084390857862428,0.03663323997931381,0.03771023558044596
Gstk1,0.023337535317019927,0.03275140315473924,0.03256893893570746,0.03903195837574687,0.04159631996825343
Gstm2,0.017350651453615813,0.005898837806547549,0.028482869362147258,0.022533783716320227,0.020999162289308926
Gstp1,0.04044232391414395,0.04127007086422047,0.03287727350530614,0.07203680543625236,0.06587723460788382
Gulp1,0.0035142923186966602,0.025328670613322165,0.011701622043781829,0.02724977674529224,0.025063696706040917
Gyg1,0.021633482903114353,0.032115894902553774,0.023128395054051995,0.04329161474237434,0.03605132329943849
H2afj,0.007161021947942681,0.013070060794299825,0.005211171129491719,0.020600026880130545,0.031934570166521487
H2afy2,0.04195040209285015,0.02230027831353011,0.030170089112550237,0.04137348905539309,0.022922072014627475
H6pd,0.01311368681165126,0.01575809450615612,0.012925086701135683,0.013250575510915859,0.029606493138934133
Hebp1,0.0271760959979754,0.01865086618425499,0.029745416266983363,0.03556201327980424,0.03987072325020063
Heg1,0.006246847287590624,0.009110259730172784,0.019234224761160927,0.013737976507994904,0.03327533015691344
Helz2,0.013645861769632197,0.014804019099015351,0.014389391498989976,0.008718401139802547,0.027355207861646715
Hepacam2,0.02221771949227644,0.044969953554670566,0.03186672838635467,0.0340529594025863,-0.005564041690029289
Hes1,0.013577294093203109,0.029000747947803152,0.004596027134270536,0.00875753246564096,0.03243212462859033
Hes6,0.053086075992115664,0.047874086919007464,0.04690544581698,0.05000501977110542,0.018730368111307703
