,cluster,cline,drug,Emax_normalized,AAr,IC50,logEC50,Emax
273,,NCIH69/LX10,(+)-JQ1,46.748765,0.42995638,5.60E-06,-5.804100348,46.96735825
274,,NCIH69VCR/R,(+)-JQ1,48.35307057,0.321275901,1.60E-05,-5.603800653,48.45098655
275,[2],NCIH82,(+)-JQ1,48.06194421,0.258825707,9.31E-05,-5.356547324,47.92673522
276,[4],NCIH841,(+)-JQ1,63.22007246,0.329741392,,-5.860120914,60.08367456
277,[3],NCIH889,(+)-JQ1,66.20738116,0.353788307,,-5.924453039,66.29879382
278,[1],SHP77,(+)-JQ1,27.61924268,0.628171247,2.97E-06,-5.829738285,26.73973259
279,[4],SW1271,(+)-JQ1,4.817820993,1.643242757,1.98E-07,-6.725842151,4.606178338
280,[1],COLO668,1-Methyl-[D]-tryptophan,93.78522993,0.383619316,,-5.826813732,98.23626381
281,[1],CORL88,1-Methyl-[D]-tryptophan,93.53333958,0.181542225,,-7.806875402,85.13035093
282,[3],CORL47,1-Methyl-[D]-tryptophan,100.5847037,0,,-6.787812396,101.5876398
283,[4],DMS114,1-Methyl-[D]-tryptophan,88.75524096,0.642405092,,-6.020907099,94.36013043
284,[2],DMS273,1-Methyl-[D]-tryptophan,92.56978972,0.293019711,,-8.056011125,100.6087777
285,[1],DMS53,1-Methyl-[D]-tryptophan,70.42876194,1.118703255,,-6.515700161,81.89949989
286,[3],DMS79,1-Methyl-[D]-tryptophan,92.7548192,0.279145602,,-8.14691047,99.30763561
287,[4],NCIH1048,1-Methyl-[D]-tryptophan,77.5043863,0.848442181,,-7.239577517,86.10166413
288,[3],NCIH1092,1-Methyl-[D]-tryptophan,86.94776208,0.887519099,,-5.197910742,102.1322616
289,[3],NCIH1105,1-Methyl-[D]-tryptophan,86.49550842,0.335675839,,-9.586700236,89.38651933
290,[4],NCIH1341,1-Methyl-[D]-tryptophan,90.124917,0.316480891,,-8.823908741,92.96043011
291,[3],NCIH1436,1-Methyl-[D]-tryptophan,83.70791745,0.384795191,,-9.649751982,84.87925657
292,[3],NCIH146,1-Methyl-[D]-tryptophan,51.50824814,1.748814318,,-7.161150909,67.46907845
293,[3],NCIH1618,1-Methyl-[D]-tryptophan,65.9558451,1.279470071,,-6.91721463,83.00672439
294,[2],NCIH1694,1-Methyl-[D]-tryptophan,64.90191987,1.323855901,,-7.156767222,77.38174922
295,[3],NCIH1836,1-Methyl-[D]-tryptophan,66.86251471,1.431037568,,-6.276544328,80.90321869
296,[3],NCIH1876,1-Methyl-[D]-tryptophan,95.84230798,0.188513939,,-7.465973894,100.5694167
297,[3],NCIH1930,1-Methyl-[D]-tryptophan,93.12086605,0.466521541,,-5.217527376,97.86700938
298,[4],NCIH196,1-Methyl-[D]-tryptophan,94.52077897,0.200675947,,-8.337242168,96.18332896
299,[3],NCIH1963,1-Methyl-[D]-tryptophan,93.54191378,0.404306552,,-5.739928612,94.52809999
300,[1],NCIH2029,1-Methyl-[D]-tryptophan,88.95900453,0.667847822,,-5.453457337,96.41096574
301,[4],NCIH2066,1-Methyl-[D]-tryptophan,65.78367865,1.552129448,,-9.536107011,87.75605398
302,[3],NCIH209,1-Methyl-[D]-tryptophan,94.08397793,0.405036198,,-5.102922997,96.60517188
303,[4],NCIH211,1-Methyl-[D]-tryptophan,97.74043836,0.111721413,,-7.055517328,100.2648094
304,,NCIH2141,1-Methyl-[D]-tryptophan,90.90721582,0.394405929,,-7.661543506,105.5815235
305,[2],NCIH2171,1-Methyl-[D]-tryptophan,95.6517623,0.196876134,,-7.472370099,101.7409268
306,[2],NCIH446,1-Methyl-[D]-tryptophan,96.80957309,0.13740091,,-7.692503962,97.70661815
307,[1],NCIH510,1-Methyl-[D]-tryptophan,94.16357372,0.385841257,,-5.385102784,99.66614334
308,[3],NCIH69,1-Methyl-[D]-tryptophan,93.30012386,0.440441725,,-5.279840697,103.5539686
309,,NCIH69/LX10,1-Methyl-[D]-tryptophan,92.62615303,0.29763906,,-7.962573502,95.54590638
310,,NCIH69VCR/R,1-Methyl-[D]-tryptophan,97.68376153,0.090198856,,-8.105683937,96.34123776
311,[2],NCIH82,1-Methyl-[D]-tryptophan,93.58051926,0.269892972,,-7.795880017,100.5653869
312,[4],NCIH841,1-Methyl-[D]-tryptophan,79.96529556,0.603242983,,-6.774690718,82.4989195
313,[3],NCIH889,1-Methyl-[D]-tryptophan,96.16461073,0.232171142,,-5.928117993,102.739274
314,[1],SHP77,1-Methyl-[D]-tryptophan,73.56477045,1.036455558,,-6.787812396,85.47810913
315,[4],SW1271,1-Methyl-[D]-tryptophan,90.48603738,0.277451311,,-9.165579296,91.12155385
316,[1],COLO668,10058-F4,-217.0787194,9.203965733,1.15E-09,-9.097453221,-228.6281662
317,[1],CORL88,10058-F4,95.16925102,0.112944835,,-7.338187314,99.4204312
318,[3],CORL47,10058-F4,-362.2438556,13.51708727,1.24E-09,-9.075720714,-362.2799137
319,[2],DMS273,10058-F4,97.96490431,0.050144146,,-5.393618635,102.8162214
320,[1],DMS53,10058-F4,94.08501726,0.019068989,,-5.308918508,93.74073301
321,[3],DMS79,10058-F4,94.23045651,0.279721567,,-7.151195299,97.85628061
322,[4],NCIH1048,10058-F4,86.01079865,0.030929369,,-5.126098402,86.85679751
323,[3],NCIH1092,10058-F4,95.59042877,0.175520785,,-8.019542108,99.23954942
324,[3],NCIH1105,10058-F4,62.77430391,1.163292326,,-6.375717904,79.56298659
325,[4],NCIH1341,10058-F4,22.88783573,2.529887333,494.1740909,-6.588380294,35.83494151
326,[3],NCIH146,10058-F4,77.49185916,0.750329046,,-7.322393047,88.89034169
327,[3],NCIH1618,10058-F4,83.94352416,0.033083883,,-5.202732459,85.65003364
328,[2],NCIH1694,10058-F4,88.34321588,0.338037809,,-9.100726813,86.62703146
329,[3],NCIH1836,10058-F4,-70.09710401,4.913285085,9.49E-10,-9.111259039,-66.37744732
330,[3],NCIH1876,10058-F4,27.95537727,0.015823578,3.53E-05,-4.607303047,28.21302563
331,[3],NCIH1930,10058-F4,92.54330736,0.219376601,,-7.93930216,101.4655085
332,[4],NCIH196,10058-F4,100.1416692,0,,-7.374687549,98.98804087
333,[3],NCIH1963,10058-F4,68.83595513,1.226868947,,-6.675717545,84.57127797
334,[1],NCIH2029,10058-F4,92.33440909,0.021649821,,-5.276544328,95.21544496
335,[4],NCIH2066,10058-F4,91.35524266,0.022505712,,-5.245651664,91.48761705
336,[3],NCIH2081,10058-F4,86.091923,0.116272609,,-5.607303047,88.37314433
337,[3],NCIH209,10058-F4,95.01005616,0.266768401,,-6.653647026,102.7397113
338,[4],NCIH211,10058-F4,97.29323618,0.06272761,,-7.317854924,98.32446451
339,,NCIH2141,10058-F4,78.95469992,0.030814266,,-5.020451625,82.70990388
340,[2],NCIH2171,10058-F4,85.0758424,0.080045827,,-5.498940738,87.98313329
341,[2],NCIH446,10058-F4,62.1810765,0.110988326,,-4.847711656,63.26049739
342,[1],NCIH510,10058-F4,-70.09710401,4.913285085,9.49E-10,-9.111259039,-66.37744732
343,[2],NCIH526,10058-F4,90.96342332,0.376624314,,-7.832682665,93.02392651
344,[3],NCIH69,10058-F4,78.02573822,0.039939535,,-4.191789027,81.14011067
345,,NCIH69/CPR,10058-F4,53.96718687,1.791893851,,-8.89279003,99.85413302
346,,NCIH69/LX10,10058-F4,78.7334003,0.302343435,,-5.759450752,84.43195399
347,,NCIH69VCR/R,10058-F4,97.55678472,0.067613027,,-7.76700389,94.81400807
348,[2],NCIH82,10058-F4,97.60493049,0.115729408,,-7.168130226,105.1294364
349,[4],NCIH841,10058-F4,90.7569407,0.040109437,,-5.312471039,90.9427521
350,[3],NCIH889,10058-F4,88.30238666,0.36188465,,-7.315154638,93.86530792
351,[1],COLO668,10074-G5,80.53710336,0.052173626,,-5.257274869,84.07891512
352,[1],CORL88,10074-G5,93.93591921,0.245333392,,-5.549750892,101.3138059
353,[3],CORL47,10074-G5,78.56388629,0.083929198,,-5.388276692,81.08944992
354,[4],DMS114,10074-G5,91.21693775,0.049385774,,-5.562249437,90.70407432
355,[2],DMS273,10074-G5,75.1882318,0.144803021,,-5.580044252,75.2932254
356,[1],DMS53,10074-G5,81.90271032,0.089206485,,-5.448550002,80.14417782
357,[3],DMS79,10074-G5,88.74849824,0.044052534,,-5.345823458,86.6844112
358,[4],NCIH1048,10074-G5,-71.74543583,0.11710026,1.64E-05,-4.478861916,-71.21216275
359,[3],NCIH1092,10074-G5,49.28427,0.147569279,0.000197413,-5.112945622,51.91222512
360,[3],NCIH1105,10074-G5,85.38611517,0.064792534,,-5.440093375,87.43192858
361,[4],NCIH1341,10074-G5,-21.80640961,0.060516151,1.61E-05,-4.714442691,-22.75660018
362,[3],NCIH1436,10074-G5,9.324551362,0.022758152,1.82E-05,-4.769551079,9.442270895
363,[3],NCIH146,10074-G5,-31.208131,9.179074899,2.76E-05,-4.616184634,113.068937
364,[3],NCIH1618,10074-G5,63.82778922,0.118588325,,-5.247951552,67.46852632
365,[2],NCIH1694,10074-G5,69.24103402,0.058994475,,-5.150580586,70.72361072
366,[3],NCIH1836,10074-G5,49.21331624,0.102736622,5.14E-05,-5.113509275,48.08925328
367,[3],NCIH1876,10074-G5,85.73559087,0.020293874,,-5.095825632,87.51152399
368,[3],NCIH1930,10074-G5,84.30023137,0.100386529,,-5.505845406,91.17898247
369,[4],NCIH196,10074-G5,94.8296594,0.019138089,,-5.370590401,94.72625069
370,[3],NCIH1963,10074-G5,63.16938988,1.697975233,,7.878195911,87.19534762
371,[1],NCIH2029,10074-G5,-69.25503965,0.025481787,1.20E-05,-4.838631998,-66.77623301
372,[4],NCIH2066,10074-G5,72.62727053,0.102147702,,-5.299296283,73.2776481
373,[3],NCIH2081,10074-G5,-250.9962795,0.247797306,8.26E-06,-4.410050399,-253.6411192
374,[3],NCIH209,10074-G5,86.49319985,0.149764916,,-5.93930216,101.9720081
375,[4],NCIH211,10074-G5,88.26856071,0.214086747,,-6.782516056,97.34334278
376,,NCIH2141,10074-G5,39.04715994,0.090490689,2.84E-05,-4.935542011,40.20756836
377,[2],NCIH2171,10074-G5,40.03052713,0.198732716,9.85E-06,-5.299296283,43.07029609
378,[2],NCIH446,10074-G5,-86.96030893,0.202115405,1.68E-05,-4.258060922,-87.93072311
379,[1],NCIH510,10074-G5,49.21331624,0.102736622,5.14E-05,-5.113509275,48.08925328
380,[2],NCIH524,10074-G5,65.09719498,1.261054281,,-7.628932138,81.93221499
381,[2],NCIH526,10074-G5,60.01085692,1.262276087,,-7.041914151,78.06900359
382,[3],NCIH69,10074-G5,61.6706765,0.128441373,,-4.954677021,63.2371926
383,,NCIH69/CPR,10074-G5,90.30112292,0.020819499,,-5.209011525,95.99535813
384,,NCIH69/LX10,10074-G5,28.33525675,0.241851448,1.17E-05,-5.200659451,30.29177288
385,,NCIH69VCR/R,10074-G5,46.71461078,0.145865381,6.27E-05,-5.089375595,50.86665682
386,[2],NCIH82,10074-G5,77.79796413,0.538828572,,-9.663540266,83.69159247
387,[4],NCIH841,10074-G5,76.64513617,0.074905469,,-5.233587153,77.44610114
388,[3],NCIH889,10074-G5,62.66458399,1.286878681,,-8.394694954,78.37689072
389,[1],SHP77,10074-G5,92.13942552,0.063764103,,-5.812479279,93.36770939
390,[4],SW1271,10074-G5,73.19109667,0.097407798,,-5.36251027,74.38325806
391,[1],COLO668,17-AAG,15.70853762,1.659470312,1.29E-07,-6.970616222,16.134547
392,[1],CORL88,17-AAG,56.42317131,0.638865936,,-6.436518915,55.6291783
393,[3],CORL47,17-AAG,35.62713909,0.979838662,8.74E-07,-6.515700161,37.64309986
394,[4],DMS114,17-AAG,21.57889106,0.690939896,1.76E-06,-5.876148359,21.440208
395,[2],DMS273,17-AAG,20.91817428,1.532318129,1.22E-07,-6.93930216,22.21564475
396,[1],DMS53,17-AAG,18.82871879,0.55931639,4.80E-06,-5.549750892,18.78113693
397,[3],DMS79,17-AAG,41.98436493,0.970690527,1.42E-06,-6.663540266,44.4643676
398,[4],NCIH1048,17-AAG,0.834709117,1.613356088,2.39E-07,-6.627087997,0.827936101
399,[3],NCIH1092,17-AAG,-151.2818124,0.35933541,7.26E-06,-4.435333936,-153.1900393
400,[3],NCIH1105,17-AAG,21.63630933,0.692894962,1.39E-06,-5.882728704,21.33560124
401,[4],NCIH1341,17-AAG,2.304931282,2.096073658,7.26E-08,-7.145693958,2.349970999
402,[3],NCIH1436,17-AAG,6.273480035,2.065116393,6.95E-08,-7.202732459,7.031587343
403,[3],NCIH146,17-AAG,3.402597446,1.258785134,5.12E-07,-6.302770657,3.50249865
404,[3],NCIH1618,17-AAG,12.27731215,0.644919788,2.15E-06,-5.728158393,13.24602797
405,[2],NCIH1694,17-AAG,33.66498675,0.53219183,2.97E-06,-5.793174124,34.51183973
406,[3],NCIH1836,17-AAG,16.3356393,1.063841694,7.22E-07,-6.266000713,17.03247842
407,[3],NCIH1876,17-AAG,11.67693935,0.474411618,3.23E-06,-5.53165267,11.6108669
408,[3],NCIH1930,17-AAG,7.182694491,0.569725572,2.65E-06,-5.605548319,8.086284181
409,[4],NCIH196,17-AAG,28.10845767,1.420020853,1.17E-07,-6.974694135,29.21527165
410,[3],NCIH1963,17-AAG,0.389284968,1.235618202,5.77E-07,-6.240332155,0.397654634
411,[1],NCIH2029,17-AAG,51.58295984,0.137258709,,-5.13430394,52.09488151
412,[4],NCIH2066,17-AAG,10.53381422,0.713597518,1.76E-06,-5.795880017,11.31115061
413,[3],NCIH2081,17-AAG,21.34638748,1.236878532,3.42E-07,-6.571865206,21.23597404
414,[3],NCIH209,17-AAG,39.39554595,0.470540328,2.68E-06,-5.777283529,44.16275535
415,[4],NCIH211,17-AAG,9.506587715,1.630915962,1.68E-07,-6.801342913,9.584226924
416,,NCIH2141,17-AAG,35.36473954,0.957649326,8.53E-07,-6.477555766,39.86126298
417,[2],NCIH2171,17-AAG,10.67339134,1.572067903,1.96E-07,-6.759450752,11.1548462
418,[2],NCIH446,17-AAG,37.03969902,0.415446608,2.97E-06,-5.659555885,37.47331544
419,[1],NCIH510,17-AAG,16.3356393,1.063841694,7.22E-07,-6.266000713,17.03247842
420,[2],NCIH524,17-AAG,40.68655654,0.435641121,4.09E-06,-5.728158393,43.26070615
421,[2],NCIH526,17-AAG,10.73308612,0.782621552,1.41E-06,-5.876148359,10.86503893
422,[3],NCIH69,17-AAG,22.39962594,0.598813048,2.19E-06,-5.769551079,22.60594809
423,,NCIH69/CPR,17-AAG,13.4641634,0.649766365,1.97E-06,-5.749579998,13.43195479
424,,NCIH69/LX10,17-AAG,56.75918254,0.458950696,,-6.056505484,58.64307719
425,,NCIH69VCR/R,17-AAG,-14.28848499,0.391533342,6.41E-06,-5.085128182,-14.89354448
426,[2],NCIH82,17-AAG,23.9928987,0.551758643,2.31E-06,-5.725842151,26.37799514
427,[4],NCIH841,17-AAG,8.998468837,1.763263459,1.29E-07,-6.93930216,8.974855591
428,[3],NCIH889,17-AAG,49.64202562,0.179686624,9.55E-06,-5.356547324,47.54094338
429,[1],SHP77,17-AAG,9.099944351,0.660161468,1.94E-06,-5.725842151,9.019646043
430,[4],SW1271,17-AAG,4.025309049,1.842706818,1.27E-07,-6.920818754,4.012014809
431,[1],COLO668,17-DMAG,10.99328934,2.016252157,6.39E-08,-7.26520017,11.4376857
432,[1],CORL88,17-DMAG,-140.385918,1.010092289,1.73E-06,-4.640164518,-134.9150577
433,[3],CORL47,17-DMAG,0.00192441,1.733718162,2.19E-07,-6.659555885,0.002232625
434,[4],DMS114,17-DMAG,4.334769857,0.975295414,9.63E-07,-6.019542108,4.273343042
435,[2],DMS273,17-DMAG,11.79158586,0.94526447,8.77E-07,-6.071604148,12.54160073
436,[1],DMS53,17-DMAG,-188.0438729,0.822120857,2.54E-06,-4.43062609,-189.675038
437,[3],DMS79,17-DMAG,-35.26123885,1.681444756,3.55E-07,-5.93930216,-35.57514113
438,[4],NCIH1048,17-DMAG,2.419108595,2.230629753,5.23E-08,-7.28567024,2.485159225
439,[3],NCIH1092,17-DMAG,-74.50524716,1.017524526,1.59E-06,-5.096367484,-77.70083763
440,[3],NCIH1105,17-DMAG,21.18120512,1.554696306,1.40E-07,-6.970616222,22.2278297
441,[4],NCIH1341,17-DMAG,2.95776256,2.532084317,2.50E-08,-7.609064893,2.93318544
442,[3],NCIH1436,17-DMAG,6.902005605,2.661046951,1.48E-08,-7.8569852,7.65454274
443,[3],NCIH146,17-DMAG,1.54950299,2.20429612,5.85E-08,-7.238824187,1.399077359
444,[3],NCIH1618,17-DMAG,9.949256913,1.772210675,1.21E-07,-6.966576245,10.84571448
445,[2],NCIH1694,17-DMAG,14.76222307,1.290502114,5.67E-07,-6.460923901,15.64542213
446,[3],NCIH1836,17-DMAG,8.784570116,2.263873594,4.27E-08,-7.476253533,9.473717454
447,[3],NCIH1876,17-DMAG,9.976738918,1.514534925,2.34E-07,-6.681936665,9.920924902
448,[3],NCIH1930,17-DMAG,2.994492605,1.387820863,3.85E-07,-6.42945706,3.4253284
449,[4],NCIH196,17-DMAG,26.20543349,1.858521756,3.52E-08,-7.518557371,27.67280123
450,[3],NCIH1963,17-DMAG,1.20342076,2.733500474,1.72E-08,-7.76700389,1.191356872
451,[1],NCIH2029,17-DMAG,46.96583928,0.655781046,1.95E-05,-6.1837587,49.46621941
452,[4],NCIH2066,17-DMAG,16.70476787,1.376727512,2.47E-07,-6.653647026,15.48615274
453,[3],NCIH2081,17-DMAG,17.93618628,1.712685969,9.81E-08,-7.087246696,17.9415784
454,[3],NCIH209,17-DMAG,0.752661161,1.525644614,3.34E-07,-6.485452247,0.817499979
455,[4],NCIH211,17-DMAG,7.679055818,2.43783357,2.39E-08,-7.640164518,7.870417328
456,,NCIH2141,17-DMAG,-41.32957789,1.693627297,3.86E-07,-5.747146969,-48.20906339
457,[2],NCIH2171,17-DMAG,8.646613648,2.271642422,3.51E-08,-7.4867824,8.853641161
458,[2],NCIH446,17-DMAG,25.12957463,1.193872433,3.48E-07,-6.595166283,26.58984944
459,[1],NCIH510,17-DMAG,7.307092322,2.303925601,4.12E-08,-7.477555766,8.004805458
460,[2],NCIH524,17-DMAG,1.65664688,1.192629208,7.09E-07,-6.166215625,1.874065876
461,[2],NCIH526,17-DMAG,7.723179618,1.7931085,1.23E-07,-6.943095149,7.986397813
462,[3],NCIH69,17-DMAG,8.560563042,1.687785202,1.61E-07,-6.844663963,9.43258549
463,,NCIH69/CPR,17-DMAG,0.006037315,1.741617689,1.82E-07,-6.739928612,0.006433721
464,,NCIH69/LX10,17-DMAG,65.00669853,1.323587514,,-9.218963061,82.99056974
465,,NCIH69VCR/R,17-DMAG,39.35462085,1.922935762,1.52E+11,-6.344861565,55.25677567
466,[2],NCIH82,17-DMAG,11.38240859,1.454684985,2.45E-07,-6.642065153,11.75313092
467,[4],NCIH841,17-DMAG,8.253930606,2.377266463,2.68E-08,-7.591760035,8.36718391
468,[3],NCIH889,17-DMAG,-0.170262519,0.834664375,1.54E-06,-5.812479279,-0.179627178
469,[1],SHP77,17-DMAG,5.730803552,1.053140651,7.79E-07,-6.116906641,5.805886597
470,[4],SW1271,17-DMAG,5.529014172,2.266262129,4.28E-08,-7.399027104,5.811483793
471,[1],COLO668,2-Fluoroadenosine,4.043526546,0.639657442,2.21E-06,-5.665546249,4.069126104
472,[1],CORL88,2-Fluoroadenosine,88.96750673,0.039826002,,-5.350665141,94.78855452
473,[3],CORL47,2-Fluoroadenosine,-973.3366187,0.053526391,1.74E-05,-3.972621848,-981.6625586
474,[4],DMS114,2-Fluoroadenosine,24.05552601,0.357071301,4.83E-06,-5.448550002,23.86229206
475,[2],DMS273,2-Fluoroadenosine,85.40945472,0.592130353,,-9.068033885,92.85703695
476,[1],DMS53,2-Fluoroadenosine,93.87918811,0.040251187,,-5.596879479,92.16927872
477,[3],DMS79,2-Fluoroadenosine,33.68610123,2.439951919,2.14E-36,-5.754487332,50.53487178
478,[4],NCIH1048,2-Fluoroadenosine,-20.18751718,0.642680192,2.78E-06,-5.424812155,-20.42760425
479,[3],NCIH1092,2-Fluoroadenosine,97.34031533,0.103691012,,-8.101274818,98.00310817
480,[3],NCIH1105,2-Fluoroadenosine,89.62993825,0.009372875,,-5.056505484,91.90623457
481,[4],NCIH1341,2-Fluoroadenosine,-159.1909337,0.022481962,0.000385968,-2.589631449,-160.1737317
482,[3],NCIH1436,2-Fluoroadenosine,92.42902835,0.049782251,,-5.619788758,92.40247418
483,[3],NCIH146,2-Fluoroadenosine,-167.9179376,0.13917695,1.01E-05,-4.616184634,-166.5066403
484,[3],NCIH1618,2-Fluoroadenosine,-333.8759938,0.195721432,7.74E-06,-4.623423043,-331.5802664
485,[2],NCIH1694,2-Fluoroadenosine,58.92635108,1.035567991,,-9.478861916,58.93355436
486,[3],NCIH1836,2-Fluoroadenosine,80.601665,0.012517453,,-4.970616222,82.26705612
487,[3],NCIH1876,2-Fluoroadenosine,86.3251486,0.019701069,,-5.088309841,88.74287456
488,[3],NCIH1930,2-Fluoroadenosine,72.41823704,0.063652896,,-5.093126465,72.70224406
489,[4],NCIH196,2-Fluoroadenosine,93.35981397,0.019216685,,-5.287350298,92.56973709
490,[3],NCIH1963,2-Fluoroadenosine,36.45087891,0.205191588,5.94E-06,-5.322393047,38.91604325
491,[1],NCIH2029,2-Fluoroadenosine,89.73088921,0.648022966,,-5.408935393,96.30987061
492,[4],NCIH2066,2-Fluoroadenosine,96.0600072,0.247684943,,-5.709965389,94.95780862
493,[3],NCIH2081,2-Fluoroadenosine,96.0054434,0.108549103,,-7.504455662,97.00381217
494,[3],NCIH209,2-Fluoroadenosine,11.75763477,0.037617078,1.31E-05,-4.913640169,11.27330409
495,[4],NCIH211,2-Fluoroadenosine,21.28516691,0.568912512,2.28E-06,-5.721246399,20.6981318
496,,NCIH2141,2-Fluoroadenosine,93.38749669,0.336471758,,-6.910094889,96.5107147
497,[2],NCIH2171,2-Fluoroadenosine,92.57047485,0.238014973,,-8.962573502,97.59976201
498,[2],NCIH446,2-Fluoroadenosine,-83.10226643,0.026284122,1.61E-05,-4.642065153,-84.5748489
499,[1],NCIH510,2-Fluoroadenosine,30.86098672,0.707314629,1.51E-06,-6.021363052,30.06377722
500,[2],NCIH524,2-Fluoroadenosine,73.67725838,0.813169244,,-6.469800302,85.95599492
501,[2],NCIH526,2-Fluoroadenosine,-129.9320424,0.122589612,1.11E-05,-4.627087997,-126.1180017
502,[3],NCIH69,2-Fluoroadenosine,62.01143719,0.010303459,,-4.619788758,63.20100643
503,,NCIH69/CPR,2-Fluoroadenosine,99.50096314,0.006067845,,-6.084072788,99.42349535
504,,NCIH69/LX10,2-Fluoroadenosine,96.95022771,0.178844635,,-6.136082623,100.2722294
505,,NCIH69VCR/R,2-Fluoroadenosine,93.27553885,0.393222546,,-6.152427341,103.7578301
506,[2],NCIH82,2-Fluoroadenosine,93.8212455,0.159111836,,-6.417936637,97.05832916
507,[4],NCIH841,2-Fluoroadenosine,101.1444252,0,,-4.958607315,103.6866419
508,[3],NCIH889,2-Fluoroadenosine,73.31080086,0.881519412,,-6.346787486,84.34142268
509,[1],SHP77,2-Fluoroadenosine,95.61811475,0.057297425,,-6.19314197,98.2065542
510,[4],SW1271,2-Fluoroadenosine,96.35921049,0.161858964,,-7.552841969,98.338944
511,[1],COLO668,2nd Precursur Intermediate to TDP 665759,-0.654013451,0.431776346,3.73E-06,-5.427128398,-0.673740634
512,[1],CORL88,2nd Precursur Intermediate to TDP 665759,-19.71534192,0.17920065,6.91E-06,-5.13076828,-19.03536342
513,[3],CORL47,2nd Precursur Intermediate to TDP 665759,-12.93094604,0.278720161,5.69E-06,-5.207608311,-13.89947268
514,[4],DMS114,2nd Precursur Intermediate to TDP 665759,88.84378339,0.019753267,,-5.134896025,92.07338436
515,[2],DMS273,2nd Precursur Intermediate to TDP 665759,91.1594526,0.135576134,,-6.518557371,97.19356842
516,[1],DMS53,2nd Precursur Intermediate to TDP 665759,-3.564044443,0.199185023,6.77E-06,-5.161150909,-3.606881948
517,[3],DMS79,2nd Precursur Intermediate to TDP 665759,-0.078543429,0.270346614,5.37E-06,-5.270025714,-0.083013911
518,[4],NCIH1048,2nd Precursur Intermediate to TDP 665759,-0.157137484,0.453783709,3.52E-06,-5.453457337,-0.153216304
519,[3],NCIH1092,2nd Precursur Intermediate to TDP 665759,0.007553182,0.193651173,6.40E-06,-5.193820026,0.007573423
520,[3],NCIH1105,2nd Precursur Intermediate to TDP 665759,-0.700125373,0.578841101,2.66E-06,-5.575118363,-0.713495165
521,[4],NCIH1341,2nd Precursur Intermediate to TDP 665759,0.058873624,0.372192462,4.24E-06,-5.372634143,0.060088945
522,[3],NCIH1436,2nd Precursur Intermediate to TDP 665759,-0.466344044,0.544327361,2.87E-06,-5.542118103,-0.459982905
523,[3],NCIH146,2nd Precursur Intermediate to TDP 665759,6.718685862,0.38258312,3.97E-06,-5.410050399,6.304923138
524,[3],NCIH1618,2nd Precursur Intermediate to TDP 665759,-0.31354415,0.369065582,4.28E-06,-5.367542708,-0.331973663
525,[2],NCIH1694,2nd Precursur Intermediate to TDP 665759,-1.087365326,0.4310598,3.74E-06,-5.424812155,-1.07640237
526,[3],NCIH1836,2nd Precursur Intermediate to TDP 665759,-1.689868951,0.711897621,1.98E-06,-5.698970004,-1.574563067
527,[3],NCIH1876,2nd Precursur Intermediate to TDP 665759,-221.1355093,0.224188764,6.86E-06,-4.826813732,-222.5532316
528,[3],NCIH1930,2nd Precursur Intermediate to TDP 665759,86.47596484,0.033531203,,-5.244125144,89.06109722
529,[4],NCIH196,2nd Precursur Intermediate to TDP 665759,0.10533409,0.298766683,5.03E-06,-5.298432015,0.105679138
