,cluster,cline,drug,Emax_normalized,AAr,IC50,logEC50,Emax
10125,[3],NCIH1876,isomer of LOR-253,2.656731563,1.721920907,1.72E-07,-6.769551079,2.69521814
10126,[3],NCIH1930,isomer of LOR-253,2.096930969,1.282412849,4.93E-07,-6.30980392,2.017370123
10127,[4],NCIH196,isomer of LOR-253,76.34499174,0.125842762,,-5.53165267,77.88764437
10128,[3],NCIH1963,isomer of LOR-253,3.388338664,1.570973776,2.38E-07,-6.625251654,3.262668078
10129,[1],NCIH2029,isomer of LOR-253,30.05619422,0.512538245,2.25E-06,-5.732828272,31.49475566
10130,[4],NCIH2066,isomer of LOR-253,19.96467331,1.070272461,4.79E-07,-6.337242168,19.74113872
10131,[3],NCIH2081,isomer of LOR-253,2.521683804,1.182624724,6.18E-07,-6.213248578,2.626598554
10132,[3],NCIH209,isomer of LOR-253,6.911251469,1.53592027,2.28E-07,-6.649751982,7.20831334
10133,[4],NCIH211,isomer of LOR-253,17.83955376,1.523176278,1.47E-07,-6.853871964,18.58667527
10134,,NCIH2141,isomer of LOR-253,12.97979592,0.704519962,1.68E-06,-5.809668302,13.29749026
10135,[2],NCIH2171,isomer of LOR-253,-0.032801563,1.329768909,4.73E-07,-6.325138859,-0.036170896
10136,[2],NCIH446,isomer of LOR-253,47.36268765,0.681160138,1.89E-06,-6.294136288,47.6847588
10137,[1],NCIH510,isomer of LOR-253,1.171722421,1.620891846,2.31E-07,-6.640164518,1.123789055
10138,[2],NCIH524,isomer of LOR-253,8.683297228,1.091636147,6.55E-07,-6.195179321,9.032478859
10139,[2],NCIH526,isomer of LOR-253,11.28492068,1.184641368,4.72E-07,-6.335358024,11.35400143
10140,[3],NCIH69,isomer of LOR-253,5.699900528,1.378165246,3.64E-07,-6.460923901,6.241956514
10141,,NCIH69/CPR,isomer of LOR-253,3.231814466,1.171791744,6.27E-07,-6.211124884,3.298849725
10142,,NCIH69/LX10,isomer of LOR-253,-362.0542592,0.033712374,9.92E-06,-4.876148359,-374.6499741
10143,,NCIH69VCR/R,isomer of LOR-253,69.73694223,0.125983948,,-5.407823243,73.69963455
10144,[2],NCIH82,isomer of LOR-253,16.00683614,0.952840904,7.94E-07,-6.13430394,17.22776975
10145,[4],NCIH841,isomer of LOR-253,8.675504387,1.031598479,7.99E-07,-6.129596095,8.956393422
10146,[3],NCIH889,isomer of LOR-253,-28.93782473,0.082281641,8.64E-06,-5.034328029,-29.3080236
10147,[1],SHP77,isomer of LOR-253,-72.31949854,0.067203532,8.97E-06,-4.991399828,-72.28786156
10148,[4],SW1271,isomer of LOR-253,0.220418679,0.541339871,2.89E-06,-5.540607512,0.229664774
10149,[1],COLO668,Itraconazole,21.25944555,0.402644523,3.78E-06,-5.505845406,21.93699258
10150,[1],CORL88,Itraconazole,89.25678699,0.736494813,,-5.077793723,93.31248284
10151,[3],CORL47,Itraconazole,84.14969761,0.071917649,,-5.453457337,84.02189601
10152,[4],DMS114,Itraconazole,63.86194288,0.165280104,,-5.457174573,62.11808126
10153,[2],DMS273,Itraconazole,52.73181196,0.200754958,,-5.424812155,52.01607217
10154,[1],DMS53,Itraconazole,60.97459935,0.165163998,,-5.403402904,64.04490597
10155,[3],DMS79,Itraconazole,87.49145241,0.043048138,,-5.336299075,80.03344988
10156,[4],NCIH1048,Itraconazole,59.15120001,0.263190495,,-5.642065153,59.44104574
10157,[3],NCIH1092,Itraconazole,78.46518411,0.157012691,,-5.728158393,75.55633756
10158,[3],NCIH1105,Itraconazole,70.55811936,0.189910827,,-5.643974143,70.58138703
10159,[4],NCIH1341,Itraconazole,48.09119184,0.277977647,4.30E-06,-5.536107011,46.87384499
10160,[3],NCIH1436,Itraconazole,25.74479654,0.358920324,4.68E-06,-5.467245621,25.70733894
10161,[3],NCIH146,Itraconazole,47.41026893,0.186102573,1.39E-05,-5.334419009,44.65794094
10162,[3],NCIH1618,Itraconazole,87.11075649,0.059486114,,-5.455931956,94.26030981
10163,[2],NCIH1694,Itraconazole,25.35631641,2.160664425,0.016570848,-6.241088108,38.12420618
10164,[3],NCIH1836,Itraconazole,72.68087848,0.221535383,,-5.809668302,71.99066027
10165,[3],NCIH1876,Itraconazole,74.08965477,0.178102824,,-5.681936665,74.16425779
10166,[3],NCIH1930,Itraconazole,85.26404274,0.053984789,,-5.363512104,85.55775742
10167,[4],NCIH196,Itraconazole,76.54158141,0.092315436,,-5.380906669,77.97577141
10168,[3],NCIH1963,Itraconazole,6.95396526,0.213389601,1.48E-05,-4.89279003,6.603863198
10169,[1],NCIH2029,Itraconazole,80.88242197,0.150221647,,-5.785156152,83.61077209
10170,[4],NCIH2066,Itraconazole,74.29944528,0.134012316,,-5.521433504,73.76287198
10171,[3],NCIH2081,Itraconazole,18.81134745,0.775345715,1.27E-06,-5.954677021,18.57745532
10172,[3],NCIH209,Itraconazole,1.097180589,0.249377674,2.11E-05,-4.688246139,1.101790867
10173,[4],NCIH211,Itraconazole,34.7420913,0.2881321,7.46E-06,-5.403402904,34.6197057
10174,,NCIH2141,Itraconazole,85.15583036,0.074455676,,-5.501689446,84.48642551
10175,[2],NCIH2171,Itraconazole,66.77177028,0.220422597,,-5.661543506,63.81019928
10176,[2],NCIH446,Itraconazole,53.58196717,0.509181937,,-6.095825632,60.96058588
10177,[1],NCIH510,Itraconazole,72.68087848,0.221535383,,-5.809668302,71.99066027
10178,[2],NCIH524,Itraconazole,-256.1037701,0.233339397,7.03E-06,-4.705533774,-254.2152313
10179,[2],NCIH526,Itraconazole,82.84816139,0.054579751,,-5.306273051,81.35573725
10180,[3],NCIH69,Itraconazole,33.74362391,0.369233107,5.19E-06,-5.537602002,36.88822509
10181,,NCIH69/CPR,Itraconazole,61.60794226,0.198296317,,-5.515700161,67.76181169
10182,,NCIH69/LX10,Itraconazole,30.7555731,1.037601013,8.96E-07,-6.48148606,32.40691865
10183,,NCIH69VCR/R,Itraconazole,26.59041777,0.987781295,2.00E-06,-6.232844134,27.47419947
10184,[2],NCIH82,Itraconazole,-44.12704984,0.531306357,4.09E-06,-5.099086932,-42.84313988
10185,[4],NCIH841,Itraconazole,71.61270782,0.20622507,,-5.725842151,69.32693261
10186,[3],NCIH889,Itraconazole,55.66382008,0.186968066,,-5.394694954,54.61754665
10187,[1],SHP77,Itraconazole,79.08641691,0.052668974,,-5.234331445,79.22747442
10188,[4],SW1271,Itraconazole,58.23660186,0.233078609,,-5.557520231,55.10276399
10189,[1],COLO668,ITRI-260,66.53838381,0.032569835,,-4.954677021,67.39995122
10190,[1],CORL88,ITRI-260,54.51122795,1.787622135,,-6.434152181,72.08457621
10191,[3],CORL47,ITRI-260,-520.2897114,0.034928296,1.80E-05,-4.221125528,-509.3834276
10192,[4],DMS114,ITRI-260,8.433672722,0.306779182,5.96E-06,-5.268411235,7.914439063
10193,[2],DMS273,ITRI-260,87.18949398,0.049108014,,-5.325138859,81.33957374
10194,[1],DMS53,ITRI-260,72.1539094,0.129153439,,-5.388276692,70.24640915
10195,[3],DMS79,ITRI-260,85.60736751,0.023252535,,-5.133712661,84.39021805
10196,[4],NCIH1048,ITRI-260,34.30268578,0.244149461,1.19E-05,-5.27083521,34.27543543
10197,[3],NCIH1092,ITRI-260,71.17658597,0.013754848,,-5.010105436,72.79896777
10198,[3],NCIH1105,ITRI-260,49.04506032,0.02239058,3.81E-05,-4.899629455,51.02624029
10199,[4],NCIH1341,ITRI-260,86.74600958,0.050759808,,-5.380906669,84.95683495
10200,[3],NCIH1436,ITRI-260,15.80898246,2.76175804,0.001003836,-7.123782159,19.64689
10201,[3],NCIH146,ITRI-260,-10.79805913,0.1332846,1.14E-05,-4.896196279,-11.04362949
10202,[3],NCIH1618,ITRI-260,-10.08824109,3.727582708,2.80E-11,-7.366531544,-20.05069748
10203,[2],NCIH1694,ITRI-260,70.54464135,0.062227224,,-5.045275209,71.05577622
10204,[3],NCIH1836,ITRI-260,88.74927993,0.054143816,,-5.455931956,89.18392518
10205,[3],NCIH1876,ITRI-260,55.51407094,0.178453267,,-5.401209493,54.33546471
10206,[3],NCIH1930,ITRI-260,62.93306402,0.018384842,,-4.950781977,62.97229656
10207,[4],NCIH196,ITRI-260,71.25278592,0.105191437,,-5.317854924,73.35445738
10208,[3],NCIH1963,ITRI-260,-654.1988232,0.026566642,1.05E-05,-4.795880017,-652.4638275
10209,[1],NCIH2029,ITRI-260,84.66906812,0.049602944,,-5.307153081,85.09267881
10210,[4],NCIH2066,ITRI-260,88.39615369,0.029295046,,-5.232102384,86.8668484
10211,[3],NCIH2081,ITRI-260,90.51127994,0.188696855,,-4.172630727,94.60163864
10212,[3],NCIH209,ITRI-260,77.3046825,0.011808901,,-5.025028006,72.37763244
10213,[4],NCIH211,ITRI-260,-128.6017072,0.382319545,7.94E-06,-4.358525889,-126.4269966
10214,,NCIH2141,ITRI-260,86.02258578,0.046731292,,-5.320572103,87.90742304
10215,[2],NCIH2171,ITRI-260,74.29831034,0.101257319,,-5.393618635,72.47356823
10216,[2],NCIH446,ITRI-260,75.66002678,0.111599153,,-5.424812155,73.25173439
10217,[1],NCIH510,ITRI-260,48.47707916,0.176627628,7.52E-06,-5.342944147,48.30607845
10218,[2],NCIH524,ITRI-260,24.67566288,0.083399546,1.92E-05,-4.879426069,24.54904391
10219,[2],NCIH526,ITRI-260,54.34092678,0.13920001,,-5.185752404,57.27135478
10220,[3],NCIH69,ITRI-260,58.7043716,0.135202552,,-5.282329497,60.31947316
10221,,NCIH69/CPR,ITRI-260,10.62497442,0.041047228,1.73E-05,-4.804100348,10.53350719
10222,,NCIH69/LX10,ITRI-260,86.84710365,0.028662656,,-5.116338565,86.49842066
10223,,NCIH69VCR/R,ITRI-260,57.25922279,0.099392023,,-4.876148359,57.73822425
10224,[2],NCIH82,ITRI-260,71.13232961,0.0333825,,-5.093664958,73.67653238
10225,[4],NCIH841,ITRI-260,69.7165575,0.085804431,,-5.2069084,73.14786535
10226,[3],NCIH889,ITRI-260,104.1199252,0,,-7.413412695,99.17431704
10227,[1],SHP77,ITRI-260,87.04039094,0.048371016,,-5.366531544,87.58959057
10228,[4],SW1271,ITRI-260,46.86389148,0.025756053,3.47E-05,-4.863279433,46.53366893
10229,[1],COLO668,Ivacaftor,123.3176803,0,,-4.838631998,102.728888
10230,[1],CORL88,Ivacaftor,98.20380939,0.038955667,,-7.168770306,96.96615507
10231,[3],CORL47,Ivacaftor,94.36699314,0.138756227,,-7.463441557,97.47866745
10232,[4],DMS114,Ivacaftor,101.071057,0,,-7.104025268,100.4324873
10233,[2],DMS273,Ivacaftor,90.10977886,0.558251251,,-6.26760624,92.9787878
10234,[1],DMS53,Ivacaftor,79.06897182,0.02186244,,-5.056011125,76.94714151
10235,[3],DMS79,Ivacaftor,10.95305145,2.855886295,0.001481879,-6.200659451,19.10416401
10236,[4],NCIH1048,Ivacaftor,-161.4551051,0.038552738,9.54E-06,-4.950781977,-161.0025446
10237,[3],NCIH1092,Ivacaftor,-332.2956177,0.039022425,1.02E-05,-4.826813732,-340.5046393
10238,[3],NCIH1105,Ivacaftor,12.00295781,0.09102033,9.05E-06,-5.068033885,12.08276461
10239,[4],NCIH1341,Ivacaftor,-68.98378177,0.057806843,9.26E-06,-4.978810701,-66.95707955
10240,[3],NCIH1436,Ivacaftor,-235.1716872,0.010886465,1.16E-05,-4.835647144,-232.2056484
10241,[3],NCIH146,Ivacaftor,95.0908231,0.11920249,,-7.428291168,94.30972432
10242,[3],NCIH1618,Ivacaftor,-13.78279217,0.085395503,8.35E-06,-5.069050969,-13.49739449
10243,[2],NCIH1694,Ivacaftor,-0.160259292,0.205365065,6.24E-06,-5.20481541,-0.164446588
10244,[3],NCIH1836,Ivacaftor,-1.266957895,0.176050102,6.70E-06,-5.172630727,-1.321822302
10245,[3],NCIH1876,Ivacaftor,-45.09446997,0.052702655,9.68E-06,-4.966576245,-45.97099107
10246,[3],NCIH1930,Ivacaftor,146.698469,0,,-2.719829256,115.8087549
10247,[4],NCIH196,Ivacaftor,92.63865187,0.50266348,,-5.122628654,96.50839319
10248,[3],NCIH1963,Ivacaftor,56.6969548,1.278212325,,-5.812479279,70.84162508
10249,[1],NCIH2029,Ivacaftor,62.47180147,0.032417527,,-5.015022874,62.47400885
10250,[4],NCIH2066,Ivacaftor,-127.3923886,0.0084573,1.25E-05,-4.821023053,-119.2258547
10251,[3],NCIH2081,Ivacaftor,-151.5598197,0.077745893,8.75E-06,-4.966576245,-140.3281362
10252,[3],NCIH209,Ivacaftor,102.6699295,0,,-7.563837353,95.71786369
10253,[4],NCIH211,Ivacaftor,34.76927931,0.055696044,2.89E-05,-4.812479279,34.24423228
10254,,NCIH2141,Ivacaftor,-112.4623909,0.007186809,1.31E-05,-4.804100348,-108.3317465
10255,[2],NCIH2171,Ivacaftor,-1.170635497,0.2658527,5.49E-06,-5.258848401,-1.207958468
10256,[2],NCIH446,Ivacaftor,88.09507602,0.03822633,,-5.316052869,88.24440308
10257,[1],NCIH510,Ivacaftor,21.07118571,2.59404372,317.8741804,-6.4867824,32.74110423
10258,[2],NCIH524,Ivacaftor,96.32876248,0.104239317,,-7.074687909,100.8231828
10259,[2],NCIH526,Ivacaftor,92.46875403,0.461473373,,-5.872895202,97.59930591
10260,[3],NCIH69,Ivacaftor,70.09178495,0.26732366,,-5.89279003,68.77979294
10261,,NCIH69/CPR,Ivacaftor,74.2203175,0.046014239,,-5.056505484,70.48879799
10262,,NCIH69/LX10,Ivacaftor,-67.2930907,0.171268794,1.45E-05,-4.492144128,-63.89681144
10263,,NCIH69VCR/R,Ivacaftor,-41.76523479,0.287195071,1.56E-05,-4.438898616,-42.08708592
10264,[2],NCIH82,Ivacaftor,89.11839658,0.109943924,,-5.709965389,90.37303495
10265,[4],NCIH841,Ivacaftor,-66.34067578,0.076762105,8.68E-06,-5.014573526,-62.02488311
10266,[3],NCIH889,Ivacaftor,85.42584549,0.105252612,,-5.573488739,87.5602679
10267,[1],SHP77,Ivacaftor,93.05574827,0.081364843,,-5.928117993,94.11896342
10268,[4],SW1271,Ivacaftor,-45.1908805,0.118978315,8.14E-06,-5.026410377,-41.98411293
10269,[1],COLO668,Ivermectin,34.58494542,0.191363867,6.62E-06,-5.288192771,33.82694237
10270,[1],CORL88,Ivermectin,79.86184698,0.522444412,,-9.469800302,77.91853027
10271,[3],CORL47,Ivermectin,-327.0230345,12.31237528,1.13E-09,-9.116906641,-317.9382731
10272,[4],DMS114,Ivermectin,-172.7583458,0.370152226,5.29E-06,-4.812479279,-173.9100075
10273,[2],DMS273,Ivermectin,-687.7343526,0.028238642,1.11E-05,-4.714442691,-672.5547606
10274,[1],DMS53,Ivermectin,-40.8220546,0.075156515,1.22E-05,-4.804100348,-39.81618837
10275,[3],DMS79,Ivermectin,-31.84257975,0.025043421,1.09E-05,-4.928117993,-31.00372706
10276,[4],NCIH1048,Ivermectin,0.024817196,0.439470388,3.64E-06,-5.438898616,0.02389314
10277,[3],NCIH1092,Ivermectin,-2.019492011,0.295591756,5.12E-06,-5.287350298,-1.984433556
10278,[3],NCIH1105,Ivermectin,-0.02182641,0.380196928,4.17E-06,-5.379863945,-0.02080043
10279,[4],NCIH1341,Ivermectin,-24.00136793,0.51092217,3.50E-06,-5.355561411,-23.37365046
10280,[3],NCIH1436,Ivermectin,-77.37980315,0.060341208,1.07E-05,-4.853871964,-78.26952263
10281,[3],NCIH146,Ivermectin,51.8306778,0.162357953,,-5.336299075,50.41132334
10282,[3],NCIH1618,Ivermectin,-0.160996016,0.30023988,5.02E-06,-5.299296283,-0.150959267
10283,[2],NCIH1694,Ivermectin,0.11332639,0.366605536,4.30E-06,-5.366531544,0.114900972
10284,[3],NCIH1836,Ivermectin,-0.514296903,0.272770525,5.35E-06,-5.27083521,-0.481309899
10285,[3],NCIH1876,Ivermectin,0.136399478,0.318880232,4.80E-06,-5.318758763,0.137712545
10286,[3],NCIH1930,Ivermectin,-257.4760964,10.14039193,1.00E-09,-9.163043263,-245.9167042
10287,[4],NCIH196,Ivermectin,-128.2287805,0.011397475,1.19E-05,-4.844663963,-125.4022043
10288,[3],NCIH1963,Ivermectin,-159.0369848,0.118082161,8.76E-06,-4.838631998,-154.7745169
10289,[1],NCIH2029,Ivermectin,-6.988098682,0.269649712,5.54E-06,-5.242603971,-6.509791827
10290,[4],NCIH2066,Ivermectin,-0.787638641,0.183582618,6.57E-06,-5.181774106,-0.759471359
10291,[3],NCIH2081,Ivermectin,-36.72825456,0.290838357,5.71E-06,-5.140261434,-34.9788197
10292,[3],NCIH209,Ivermectin,-438.8742067,0.027914117,1.04E-05,-4.823908741,-410.9815303
10293,[4],NCIH211,Ivermectin,4.770380632,0.242225258,6.01E-06,-5.234331445,4.440216401
10294,,NCIH2141,Ivermectin,0.020166563,0.338631143,4.59E-06,-5.338187314,0.020308994
10295,[2],NCIH2171,Ivermectin,0.043039104,0.393748168,4.04E-06,-5.393618635,0.043980749
10296,[2],NCIH446,Ivermectin,49.77007165,0.096379444,2.34E-05,-5.175223538,49.77726064
10297,[1],NCIH510,Ivermectin,-98.60564925,0.025151605,1.11E-05,-4.876148359,-90.83473845
10298,[2],NCIH524,Ivermectin,-38.08276632,0.137007455,9.11E-06,-4.935542011,-37.96920228
10299,[2],NCIH526,Ivermectin,59.4467248,0.026917372,,-4.954677021,58.44666965
10300,[3],NCIH69,Ivermectin,-117.5528591,0.170058059,8.05E-06,-4.850780887,-116.2372821
10301,,NCIH69/CPR,Ivermectin,-470.5216109,0.048923941,9.75E-06,-4.818156412,-457.0901501
10302,,NCIH69/LX10,Ivermectin,-338.133802,0.020714852,1.04E-05,-4.872895202,-323.0141292
10303,,NCIH69VCR/R,Ivermectin,-326.5129102,0.013635102,1.13E-05,-4.826813732,-321.6443464
10304,[2],NCIH82,Ivermectin,-238.6869178,0.229044365,6.89E-06,-4.779891912,-236.9757942
10305,[4],NCIH841,Ivermectin,0.008894368,0.383955867,4.13E-06,-5.384049948,0.008605966
10306,[3],NCIH889,Ivermectin,15.07862905,0.133004983,1.08E-05,-5.037630664,14.6292694
10307,[1],SHP77,Ivermectin,-125.265856,0.059458345,9.43E-06,-4.924453039,-128.1943213
10308,[4],SW1271,Ivermectin,0.22262746,0.431062641,3.70E-06,-5.431798276,0.211337034
10309,[1],COLO668,IWR-1,79.36546697,0.148659439,,-5.669586227,78.80839618
10310,[1],CORL88,IWR-1,89.05351624,0.005155847,,-4.974694135,90.93429462
10311,[3],CORL47,IWR-1,100.1888029,0,,-6.879426069,95.94428795
10312,[4],DMS114,IWR-1,108.3363033,0,,-5.591760035,103.7926109
10313,[2],DMS273,IWR-1,94.28819628,0.26241131,,-7.393618635,96.09628748
10314,[1],DMS53,IWR-1,-151.2031143,0.005961707,1.50E-05,-4.709965389,-147.3553521
10315,[3],DMS79,IWR-1,86.64875902,0.486048795,,-7.224025669,86.70938499
10316,[4],NCIH1048,IWR-1,87.67463564,0.104223442,,-5.835647144,89.43089194
10317,[3],NCIH1092,IWR-1,97.89859538,0.043768325,,-7.083019953,98.37898663
10318,[3],NCIH1105,IWR-1,95.66794284,0.035619304,,-5.777283529,93.44822465
10319,[4],NCIH1341,IWR-1,95.62175694,0.082244905,,-6.879426069,93.15699604
10320,[3],NCIH1436,IWR-1,103.427815,0,,-7.705533774,99.7668482
10321,[3],NCIH146,IWR-1,93.4781847,0.074194589,,-6.137868621,90.98231282
10322,[3],NCIH1618,IWR-1,85.22962502,0.320517749,,-7.168770306,86.15503994
10323,[2],NCIH1694,IWR-1,97.49076858,0.031445708,,-6.253365801,98.16077935
10324,[3],NCIH1836,IWR-1,72.01289639,0.279880926,,-5.896196279,69.80850642
10325,[3],NCIH1876,IWR-1,80.76387087,0.188335368,,-5.958607315,79.95924583
10326,[3],NCIH1930,IWR-1,81.94375498,0.2088801,,-6.156144577,80.70760966
10327,[4],NCIH196,IWR-1,95.45737377,0.069628141,,-6.530177984,94.5243537
10328,[3],NCIH1963,IWR-1,85.5595236,0.274888394,,-6.903089987,92.78003768
10329,[1],NCIH2029,IWR-1,92.52097164,0.018008929,,-5.168130226,88.05885909
10330,[4],NCIH2066,IWR-1,96.48939165,0.066878448,,-6.906578315,95.66605808
10331,[3],NCIH2081,IWR-1,80.47603958,0.26608837,,-6.36251027,79.97222729
10332,[3],NCIH209,IWR-1,63.61411713,0.351357617,,-5.966576245,66.47521567
10333,[4],NCIH211,IWR-1,65.93335792,0.355899753,,-5.826813732,66.46062712
10334,[2],NCIH2171,IWR-1,99.59467023,0.014974014,,-7.844663963,105.6624533
10335,[2],NCIH446,IWR-1,63.37927288,0.074730087,,-4.801342913,60.86048957
10336,[1],NCIH510,IWR-1,90.73994276,0.102562763,,-6.107348966,92.72818348
10337,[2],NCIH524,IWR-1,91.80424124,0.11378826,,-6.388276692,90.86286457
10338,[2],NCIH526,IWR-1,2.828562668,3.424761059,1.65E-08,-8.728158393,4.701703132
10339,[3],NCIH69,IWR-1,68.13310122,0.188684397,,-4.954677021,69.11096657
10340,,NCIH69/CPR,IWR-1,85.19979944,0.156745321,,-6.050122296,81.67268141
10341,,NCIH69/LX10,IWR-1,48.80802584,0.474466483,1.43E-05,-5.913640169,49.89217773
10342,,NCIH69VCR/R,IWR-1,52.73591167,0.527404498,,-6.066006836,53.25029875
10343,[2],NCIH82,IWR-1,20.42185166,0.150212145,4.57E-05,-4.603800653,19.2809236
10344,[4],NCIH841,IWR-1,84.49286571,0.150384628,,-5.950781977,86.37240157
10345,[3],NCIH889,IWR-1,91.10506181,0.539851262,,-5.931814138,98.54686618
10346,[1],SHP77,IWR-1,97.32078744,0.105218248,,-8.072629637,94.03731359
10347,[4],SW1271,IWR-1,87.09831343,0.02727756,,-5.20481541,90.14905789
10348,[1],COLO668,Ixabepilone,12.19831803,2.780190714,1.02E-08,-8.164309429,15.82222541
10349,[1],CORL88,Ixabepilone,42.2977797,1.241697254,5.12E-07,-7.147520006,45.04153317
10350,[3],CORL47,Ixabepilone,44.89035298,1.809504892,6.89E-09,-8.283162277,44.0251045
10351,[4],DMS114,Ixabepilone,3.257553777,3.344902607,3.66E-09,-8.457174573,3.512214649
10352,[2],DMS273,Ixabepilone,19.71590308,2.292231318,1.61E-08,-7.853871964,18.7606167
10353,[1],DMS53,Ixabepilone,54.9054883,1.260609757,,-7.787812396,58.25539831
10354,[3],DMS79,Ixabepilone,77.88716625,0.659584546,,-7.982966661,78.13949208
10355,[4],NCIH1048,Ixabepilone,1.612375745,3.242354715,5.13E-09,-8.295849483,1.633247083
10356,[3],NCIH1092,Ixabepilone,58.97131668,1.23128947,,-8,62.21775348
10357,[3],NCIH1105,Ixabepilone,6.305722515,2.993786934,7.20E-09,-8.195179321,6.554995539
10358,[4],NCIH1341,Ixabepilone,3.594039766,4.174278009,5.09E-10,-9.348721986,9.157799764
10359,[3],NCIH1436,Ixabepilone,6.497160531,2.903937183,8.44E-09,-8.105683937,6.796916472
10360,[3],NCIH146,Ixabepilone,11.61224831,4.015789778,3.57E-10,-9.543633967,49.18950593
10361,[3],NCIH1618,Ixabepilone,26.94203227,2.069063131,2.32E-08,-7.832682665,26.20902499
10362,[2],NCIH1694,Ixabepilone,46.16308158,1.848173624,7.97E-08,-8.432973634,47.31120224
10363,[3],NCIH1836,Ixabepilone,19.34788312,2.318100658,1.79E-08,-7.872895202,19.03766072
10364,[3],NCIH1876,Ixabepilone,5.000566904,3.189326852,4.70E-09,-8.35753548,5.489660112
10365,[3],NCIH1930,Ixabepilone,47.50879315,1.679184521,1.21E-08,-8.199282922,46.87767914
10366,[4],NCIH196,Ixabepilone,42.65025604,1.455661712,1.82E-07,-7.537602002,41.92411111
10367,[3],NCIH1963,Ixabepilone,5.707399118,3.057003661,6.01E-09,-8.241845378,6.300771681
10368,[1],NCIH2029,Ixabepilone,34.87481025,1.804801192,5.29E-08,-7.769551079,34.89754828
10369,[4],NCIH2066,Ixabepilone,42.84462472,1.671193053,9.91E-08,-7.924453039,44.61512018
10370,[3],NCIH2081,Ixabepilone,21.43093748,2.496367841,8.43E-09,-8.177178355,20.75384771
10371,[3],NCIH209,Ixabepilone,2.303754913,4.283917346,4.26E-10,-9.385102784,14.54625527
10372,[4],NCIH211,Ixabepilone,6.037897442,3.216480069,3.95E-09,-8.42365865,6.036787606
10373,,NCIH2141,Ixabepilone,4.079067932,4.01875518,7.02E-10,-9.190440285,12.11255671
10374,[2],NCIH2171,Ixabepilone,2.367671244,4.485310724,2.65E-10,-9.595166283,12.78104854
10375,[2],NCIH446,Ixabepilone,2.839049827,3.18450832,5.46E-09,-8.277366077,3.198682858
10376,[1],NCIH510,Ixabepilone,1.337879706,3.38814178,3.75E-09,-8.434152181,1.581920433
10377,[2],NCIH524,Ixabepilone,8.534048297,3.269861046,2.76E-09,-8.575118363,8.115772347
10378,[2],NCIH526,Ixabepilone,0.908132071,3.429054336,3.49E-09,-8.460923901,0.71185578
10379,[3],NCIH69,Ixabepilone,13.8394564,2.931135386,4.30E-09,-8.402304814,13.59637815
10380,,NCIH69/CPR,Ixabepilone,3.406327091,3.215336669,4.86E-09,-8.328827157,3.729566218
10381,,NCIH69/LX10,Ixabepilone,15.5211802,0.86927337,1.12E-06,-6.027334408,15.45365223
10382,,NCIH69VCR/R,Ixabepilone,60.71325019,0.095063058,,-5.216811309,64.88739652
10383,[2],NCIH82,Ixabepilone,5.129488011,3.540573044,2.04E-09,-8.732828272,8.941733595
10384,[4],NCIH841,Ixabepilone,5.17286809,3.22815914,4.30E-09,-8.404503778,6.202273599
10385,[3],NCIH889,Ixabepilone,13.33045861,2.459043556,1.83E-08,-7.838631998,14.31006664
10386,[1],SHP77,Ixabepilone,1.255247606,2.234945645,5.50E-08,-7.263603498,1.242127969
10387,[4],SW1271,Ixabepilone,6.073851189,2.991845973,7.04E-09,-8.185086819,5.904390983
10388,[1],COLO668,JI-101,-258.6796581,0.121900575,9.48E-06,-4.651695137,-254.4915297
10389,[3],CORL47,JI-101,-99.99738417,0.009797196,1.27E-05,-4.821023053,-98.74975768
10390,[4],DMS114,JI-101,75.76557422,0.113749301,,-5.079354999,69.39370946
10391,[2],DMS273,JI-101,60.49488166,1.27130231,,-6.876148359,72.32772703
10392,[1],DMS53,JI-101,-132.3762116,0.169425552,1.43E-05,-4.301029996,-130.1121201
10393,[3],DMS79,JI-101,86.41469126,0.057843025,,-5.42365865,81.92537443
10394,[4],NCIH1048,JI-101,32.87484385,0.104286069,1.33E-05,-5.063486258,31.96927926
10395,[3],NCIH1092,JI-101,88.27556184,0.063027548,,-5.4867824,85.40254893
10396,[3],NCIH1105,JI-101,-113.8989836,0.206886584,9.63E-06,-4.602059991,-112.4839258
10397,[4],NCIH1341,JI-101,-51.35539956,0.08895469,1.48E-05,-4.645891561,-49.71270567
10398,[3],NCIH1436,JI-101,-262.8316644,0.183426389,9.72E-06,-4.408935393,-257.3882771
10399,[3],NCIH146,JI-101,79.39180931,0.16078402,,-5.764471553,76.77313207
10400,[3],NCIH1618,JI-101,53.92676809,0.108997357,,-5.119758224,54.94969012
10401,[2],NCIH1694,JI-101,28.70119922,0.041970552,1.55E-05,-4.924453039,27.91345949
10402,[3],NCIH1836,JI-101,-489.7515508,0.296092939,6.84E-06,-4.277366077,-501.7401516
10403,[3],NCIH1876,JI-101,-72.30173411,0.1791942,1.67E-05,-4.363512104,-72.44183737
10404,[3],NCIH1930,JI-101,91.37386419,0.028054053,,-5.320572103,92.55880211
10405,[4],NCIH196,JI-101,66.24125483,0.228956096,,-5.598599459,65.90072288
10406,[3],NCIH1963,JI-101,62.51422502,0.011101765,,-4.970616222,63.23313604
10407,[1],NCIH2029,JI-101,44.67994872,0.059857501,3.65E-05,-4.913640169,41.39352172
10408,[4],NCIH2066,JI-101,60.10335164,0.025394996,,-4.91721463,56.52063545
