Feature Name,1,2,3,4,5
SLC1A3,1.0,,,,
SLC1A4,,,,,1.0
SLC1A5,,,,1.0,
SLC22A15,,1.0,,,
SLC22A16,,,,1.0,
SLC22A18,1.0,,,,
SLC22A23,,1.0,,1.0,
SLC22A4,1.0,,,,
SLC23A2,,,1.0,,
SLC23A3,1.0,,,,
SLC24A1,1.0,,,,
SLC24A4,,,1.0,,
SLC25A1,,1.0,,,
SLC25A14,,,,,1.0
SLC25A15,1.0,,,,
SLC25A17,,,1.0,,
SLC25A20,1.0,,,,
SLC25A23,1.0,,,,
SLC25A24,1.0,,,,
SLC25A3,1.0,,,,
SLC25A30,1.0,,,,
SLC25A35,1.0,,,,
SLC25A37,1.0,,1.0,,
SLC25A39,,1.0,,,
SLC25A42,,,,1.0,
SLC25A43,1.0,1.0,,,
SLC25A45,,,,1.0,
SLC25A48,,,,,1.0
SLC25A53,,,,,1.0
SLC25A6,,,1.0,,
SLC26A1,1.0,,,,
SLC26A10,,,1.0,,
SLC26A2,1.0,,,,
SLC26A4,,,1.0,,
SLC26A5,,,,1.0,
SLC26A6,1.0,,,1.0,
SLC27A1,1.0,,,,
SLC27A2,,1.0,,,
SLC29A1,,1.0,,,
SLC29A2,,1.0,,,
SLC29A3,,,,1.0,
SLC29A4,,,1.0,,
SLC2A3,1.0,,,,
SLC2A4,,1.0,,,
SLC2A4RG,1.0,,,,
SLC2A5,,,1.0,,
SLC2A6,1.0,,,,
SLC2A9,,,,1.0,
SLC30A3,1.0,,1.0,,
SLC30A4,1.0,,,,
SLC30A5,,,,1.0,
SLC30A6,,1.0,,,
SLC30A7,1.0,,,,
SLC31A1,,1.0,,,
SLC31A2,1.0,,,,
SLC35A2,,,,1.0,
SLC35A4,1.0,,,,
SLC35A5,,,,,1.0
SLC35B2,,,,1.0,
SLC35B4,,,1.0,,
SLC35D1,1.0,1.0,,,
SLC35D2,1.0,1.0,,,
SLC35E2B,,,,,1.0
SLC35E4,1.0,,1.0,,
SLC35F2,1.0,1.0,,,
SLC35F4,,,,,1.0
SLC35F6,1.0,,,,
SLC36A1,1.0,,,,
SLC36A4,,,,1.0,1.0
SLC37A1,,,,1.0,
SLC37A4,,1.0,,,
SLC38A10,1.0,,,,
SLC38A11,,,,1.0,
SLC38A2,1.0,,,,
SLC38A5,,,1.0,,
SLC38A7,1.0,,,,
SLC38A8,,,,,1.0
SLC38A9,,,1.0,,
SLC39A1,1.0,,,,
SLC39A10,,1.0,,,
SLC39A11,,,1.0,,
SLC39A13,1.0,,,,
SLC39A14,1.0,,,,
SLC39A2,,1.0,,,
SLC39A4,,1.0,,,
SLC39A7,1.0,,,,
SLC39A8,,1.0,,,
SLC40A1,,1.0,,,
SLC41A1,1.0,,,,
SLC44A1,,,,1.0,1.0
SLC44A2,,,,1.0,
SLC44A5,,,1.0,,
SLC45A1,,,1.0,,
SLC45A4,,,,1.0,
SLC46A3,1.0,1.0,,,
SLC47A1,1.0,,1.0,,
SLC48A1,1.0,,,,
SLC4A1AP,1.0,,,,
SLC4A2,1.0,1.0,,,
SLC4A8,,,,,1.0
SLC52A2,,,,1.0,
SLC52A3,,1.0,,,
SLC5A1,,,,1.0,
SLC5A10,,,1.0,,
SLC5A4,,,,1.0,
SLC5A6,1.0,1.0,,,
SLC5A8,,,1.0,,
SLC5A9,,,,1.0,
SLC6A1,,,1.0,,
SLC6A11,,,1.0,,
SLC6A12,1.0,,,,
SLC6A15,,,1.0,,
SLC6A3,,,1.0,,
SLC6A6,,,,1.0,
SLC7A11,,,,1.0,
SLC7A14,,,1.0,,
SLC7A2,,1.0,,,
SLC7A6,,,1.0,,
SLC7A7,1.0,,,,
SLC7A8,,,1.0,,
SLC8A2,,,1.0,,
SLC8B1,1.0,,,,
SLC9A1,1.0,,,1.0,
SLC9A3R1,,,1.0,,
SLC9A5,1.0,,,,
SLC9A6,,,,1.0,
SLC9A8,1.0,1.0,,,
SLC9B2,,,1.0,,
SLCO3A1,,,,1.0,
SLCO4A1,,,1.0,,
SLFN12,,,,1.0,
SLFN13,,,,1.0,
SLFN5,1.0,,,,
SLIRP,,,1.0,,
SLIT3,1.0,,,,
SLK,1.0,1.0,,,
SLMAP,1.0,1.0,,,
SLN,,,1.0,,
SLPI,,,,1.0,
SLTM,1.0,1.0,,,
SMAD3,1.0,1.0,,,
SMAD6,1.0,,,,
SMAD9,,,,,1.0
SMAGP,1.0,1.0,,,
SMAP2,,,,1.0,
SMARCA4,,,1.0,,
SMARCAL1,1.0,,,,
SMARCC1,,1.0,,,
SMARCD3,1.0,,,,
SMC1B,,,,1.0,
SMC2,,,,1.0,
SMC4,,,,,1.0
SMC6,1.0,,1.0,,
SMCO4,,,,1.0,
SMG7,,1.0,,,
SMG9,,,,,1.0
SMIM1,,1.0,,,
SMIM10,,,,1.0,
SMIM12,,,,1.0,
SMIM13,,1.0,,,
SMIM22,,,,1.0,
SMIM5,,,1.0,,
SMIM6,,,,1.0,
SMNDC1,1.0,1.0,,,
SMOC2,,,,1.0,
SMOX,,1.0,,,
SMPD2,,,,1.0,
SMPD4,,1.0,,,
SMTN,1.0,1.0,,,
SMTNL2,,,1.0,,
SMU1,1.0,,,,
SMUG1,,1.0,,,
SMURF1,1.0,,,,
SMURF2,,,,,1.0
SMYD1,,1.0,,,
SMYD3,,,,1.0,
SMYD4,,1.0,1.0,,
SMYD5,1.0,,,,
SNAP23,1.0,1.0,,,
SNAP29,,,1.0,,
SNAPC1,1.0,,,,
SNAPC2,1.0,,,,
SNAPC4,,,1.0,,
SNAPC5,1.0,,,,
SNCAIP,,,,,1.0
SNCB,,,1.0,,
SNCG,,,,1.0,
SNF8,1.0,1.0,,,
SNIP1,,,,1.0,
SNN,,,,,1.0
SNRNP200,,1.0,,,
SNRNP25,,,,,1.0
SNRNP27,,1.0,,,
SNRNP35,,,,1.0,
SNRNP70,,,1.0,,
SNRPA,,,1.0,,
SNRPA1,,,1.0,,
SNRPB,,,1.0,,
SNRPB2,,,1.0,,
SNRPD3,,1.0,1.0,,
SNRPE,,1.0,,,
SNRPG,1.0,,,,
SNRPN,,,,,1.0
SNTA1,,,1.0,,
SNTB1,,1.0,,,
SNTB2,1.0,,,,
SNTG2,,,,,1.0
SNUPN,1.0,1.0,,,
SNX1,1.0,,,,
SNX13,1.0,,,,
SNX14,1.0,1.0,,,
SNX15,,,,,1.0
SNX17,1.0,,,,
SNX18,,,1.0,,
SNX19,,,,,1.0
SNX2,1.0,1.0,,,
SNX21,1.0,,,,
SNX22,,,,,1.0
SNX24,1.0,,,,
SNX25,,,,1.0,
SNX27,,1.0,,,
SNX29,,,,1.0,
SNX3,1.0,,,,
SNX30,,,1.0,,
SNX32,,1.0,1.0,,
SNX33,1.0,1.0,,,
SNX5,,1.0,,,
SNX6,1.0,,,,
SNX7,1.0,,,,
SNX8,1.0,,,,
SNX9,,1.0,,,
SOAT1,1.0,1.0,,,
SOCS1,,,1.0,1.0,
SOCS2,,,1.0,,
SOCS3,,,,,1.0
SOCS5,1.0,,,,
SOD1,1.0,1.0,1.0,,
SORBS1,,,,1.0,
SORBS2,,,,1.0,
SORBS3,1.0,,,,
SORCS1,,,,1.0,
SORCS2,,,,,1.0
SORD,,1.0,1.0,,
SORL1,,,1.0,1.0,
SORT1,,,,,1.0
SOS2,,,,,1.0
SOSTDC1,,1.0,,,
SOWAHA,,,,,1.0
SOWAHB,,,,1.0,
SOWAHC,1.0,,1.0,,
SOWAHD,,1.0,,,
SOX1,,,,,1.0
SOX11,,,,,1.0
SOX12,,,1.0,,
SOX13,,1.0,,1.0,
SOX14,,,,,1.0
SOX15,,,1.0,,
SOX18,1.0,,1.0,,
SOX21,,,,1.0,
SOX4,,,,,1.0
SOX6,,,,,1.0
SOX7,,1.0,1.0,,
SOX8,1.0,,,,
SOX9,,1.0,,,
SP100,1.0,,,1.0,
SP110,1.0,,,,
SP140,,,,1.0,
SP140L,,,,1.0,
SP4,,,,,1.0
SP6,,,,,1.0
SP7,,,,,1.0
SP8,,,,,1.0
SP9,,,1.0,,
SPACA4,,,,1.0,
SPAG1,,,,1.0,
SPAG6,,,,,1.0
SPAG7,,1.0,1.0,,
SPAG9,,,1.0,,
SPANXA1,1.0,,,,
SPARC,,,1.0,,
SPATA12,,,,1.0,
SPATA13,,1.0,,,
SPATA20,1.0,,,,
SPATA31E1,,,1.0,,
SPATA33,,,,,1.0
SPATA5,,1.0,,,
SPATC1L,,,1.0,,
SPATS2L,1.0,1.0,,,
SPCS1,1.0,,,,
SPCS3,,,,1.0,
SPDL1,1.0,,,,
SPDYA,1.0,,,,
SPEF2,1.0,,,,
SPEG,,,1.0,,
SPG11,,1.0,,,
SPG21,1.0,,,,
SPG7,1.0,,,,
SPHK1,1.0,1.0,,,
SPHK2,,,,,1.0
SPIB,,1.0,,,
SPIN1,,,,,1.0
SPIN4,,,,1.0,
SPINK1,,1.0,,,
SPINK5,,1.0,,,
SPINK6,1.0,,,,
SPINT1,,,,1.0,
SPINT2,,,,1.0,
SPN,,1.0,,,
SPNS2,,,1.0,,
SPNS3,,,1.0,,
SPOCD1,1.0,1.0,,,
SPOCK2,,,1.0,,
SPON2,1.0,,,,
SPPL2A,1.0,,,,
SPR,1.0,,,,
SPRED1,1.0,,,,
SPRED2,1.0,,,,
SPRY1,,1.0,,,
SPRY2,,1.0,,,
SPRY4,1.0,,,,
SPRYD3,1.0,,,,
SPSB1,1.0,,,,
SPSB2,1.0,,,,
SPSB4,,,1.0,,
SPTA1,,,,1.0,
SPTAN1,1.0,,,,
SPTBN1,,1.0,,,
SPTBN2,,,,,1.0
SPTBN5,,,,1.0,
SPTLC1,1.0,,,1.0,
SPTLC3,,1.0,,,
SPTSSA,,,,1.0,
SPTY2D1,,,,1.0,
SPZ1,,,1.0,,
SQLE,,1.0,,,
SQSTM1,1.0,,,,
SRA1,1.0,,,,
SRC,,,,,1.0
SRCAP,,,,,1.0
SRCIN1,,1.0,,,
SRD5A1,,,,1.0,
SRD5A3,,,1.0,,
SRFBP1,1.0,,,,
SRGAP2,1.0,,1.0,,
SRGAP3,,,1.0,,
SRGN,1.0,,,,
SRP14,,,,,1.0
SRP19,1.0,,,,
SRP54,,1.0,,1.0,
SRP72,,1.0,,,
SRPK1,,1.0,,,
SRPK3,,,,1.0,
SRPX,1.0,,1.0,,
SRRD,,1.0,,,
SRRM1,,1.0,,,
SRRM2,1.0,,,,
SRRM4,,,1.0,,
SRRT,1.0,1.0,,,
SRSF1,,1.0,,,
SRSF11,,,1.0,,
SRSF2,,1.0,,,
SRSF3,,,,,1.0
SRSF4,,,,,1.0
SRSF6,,1.0,,,
SRSF7,,1.0,,,
SRXN1,,1.0,,,
SS18,1.0,,,,
SSB,1.0,,,,
SSBP1,1.0,1.0,,,
SSBP3,,,1.0,,
SSBP4,,,1.0,,
SSH1,1.0,,,,
SSH2,,,1.0,,
SSH3,,1.0,,,
SSPN,1.0,1.0,,,
SSR1,1.0,1.0,,,
SSR4,,,,1.0,
SSRP1,,1.0,1.0,,
SSSCA1,,1.0,,,
SSTR1,,,,1.0,
SSTR2,,,1.0,,
SSTR3,,,1.0,,
ST13,1.0,1.0,,,
ST14,,,,1.0,
ST18,,,,1.0,
ST20,,,,,1.0
ST3GAL1,,1.0,,,
ST3GAL2,1.0,,1.0,,
ST3GAL5,,,1.0,,
ST3GAL6,,,1.0,,
ST6GAL2,,,,,1.0
ST6GALNAC1,,,,1.0,
ST6GALNAC3,,1.0,,,
ST6GALNAC6,1.0,,1.0,,
ST7,,,1.0,,
ST7L,,,1.0,,1.0
ST8SIA2,,,1.0,,1.0
ST8SIA4,,,,,1.0
STAC,,,1.0,,
STAC2,,,1.0,,
STAG1,,,,,1.0
STAM,,,1.0,,
STAM2,1.0,,,,
STAMBP,,1.0,,,
STAP1,,,,1.0,
STAP2,,1.0,,,
STAR,,,1.0,,
STARD3,1.0,,,,
STARD4,,,,,1.0
STARD5,1.0,,,,
STARD6,,,,,1.0
STARD8,1.0,,,,
STARD9,,,1.0,,
STAT1,1.0,,,,
STAT3,1.0,,,,
STAT5B,,,1.0,,
STAT6,1.0,,,,
STAU1,,1.0,,,
STEAP2,,1.0,,,
STH,,,1.0,,
STIL,,,,,1.0
STIM1,,,,1.0,
STIP1,,1.0,,,
STK10,1.0,,,,
STK31,,,,1.0,
STK32A,,,,,1.0
STK33,,,,,1.0
STK36,1.0,,,,
STK38,,1.0,,,
STK39,,1.0,,,
STK40,,,,1.0,
STMN1,,,,,1.0
STMND1,,,,,1.0
STOM,1.0,,,,
STON1,,1.0,,,
STON2,,,1.0,,
STPG1,,,,1.0,
STRADB,,,1.0,,
STRAP,,1.0,,,
STRN,1.0,,,,
STS,,,,1.0,
STT3A,1.0,1.0,,,
STUB1,1.0,,,,
STX10,1.0,,,,
STX11,1.0,,,,
STX16,1.0,,,,
STX17,,,,1.0,
STX19,,,,1.0,
STX1A,,,1.0,,
STX1B,,,1.0,,
STX2,,,,,1.0
STX3,,,,1.0,
STX4,1.0,,,,
STX6,,,1.0,,
STX7,1.0,,,,
STXBP1,,,1.0,,
STXBP2,,,,1.0,
STXBP3,1.0,,,,
STXBP5L,,,1.0,,1.0
STXBP6,,,,1.0,
STYK1,,,,1.0,
STYX,1.0,1.0,,,
SUCLG2,1.0,,,,
SUCNR1,,1.0,,,
SUDS3,,,,1.0,
SUFU,1.0,,,,
SUGP1,1.0,,1.0,,
SUGP2,,,,,1.0
SUGT1,1.0,,,,
SULF2,,,1.0,,
SULT1C2,,,,1.0,
SULT1E1,,,,,1.0
SULT4A1,,,,,1.0
SUMF1,1.0,1.0,,,
SUMF2,1.0,,,,
SUMO2,,,,,1.0
SUMO3,,1.0,,,
SUN1,,,,1.0,
SUOX,1.0,1.0,,,
SUPT16H,,,1.0,,
SUPT3H,,1.0,,,
SUPT6H,,,1.0,,
SURF2,,,1.0,,
SURF4,,,,1.0,
SUSD2,,,1.0,,
SUSD4,,,1.0,,
SUSD5,1.0,,,,
SVEP1,1.0,,,,
SVOP,,,1.0,,
SVOPL,,,,1.0,
SWAP70,1.0,,,,
SWI5,1.0,,,1.0,
SWSAP1,,,,1.0,
SWT1,,1.0,,,
SYCE2,,,,1.0,
SYCP2,1.0,1.0,,,
SYDE1,1.0,,1.0,,
SYDE2,1.0,,,1.0,
SYK,,,,1.0,1.0
SYNC,1.0,,1.0,,
SYNCRIP,,1.0,,,
SYNDIG1,,,1.0,,
SYNDIG1L,,,1.0,,
SYNE3,,,,,1.0
SYNE4,,1.0,,,
SYNGR1,,,1.0,,
SYNGR2,,,,1.0,
SYNGR4,,,1.0,,
SYNJ1,,,,,1.0
SYNM,1.0,,,,1.0
SYNPO,,,1.0,,
SYNPO2,1.0,,,,
SYNPR,,,1.0,,
SYP,,,1.0,,
SYPL1,1.0,,,,
SYPL2,1.0,,,,
SYT1,,,,1.0,
SYT11,,,,,1.0
SYT12,1.0,1.0,1.0,,
SYT13,,,,1.0,
SYT15,1.0,,,,
SYT17,,,,1.0,
SYT2,,,1.0,,
SYT3,,,1.0,,
SYT6,,,1.0,,
SYTL3,,,,1.0,
SYTL4,,,1.0,,
SYVN1,,,,1.0,
SZT2,,,,1.0,
TAB1,,,1.0,,
TACC1,1.0,,,,
TACC3,1.0,,,,
TACR2,,,1.0,,
TACSTD2,,,,1.0,
TADA3,1.0,,,,
TAF12,1.0,,,,
TAF13,1.0,,,,
TAF15,,1.0,,,
TAF1A,,,,,1.0
TAF1B,,,1.0,,
TAF1D,,1.0,,,
TAF4,,1.0,,,1.0
TAF8,1.0,,,,
TAF9,1.0,,,,
TAF9B,,,,,1.0
TAGAP,,,1.0,,
TAGLN,1.0,,,,
TAGLN3,,,,,1.0
TAL1,,,1.0,,
TAL2,,,,,1.0
TALDO1,,1.0,,,
TAMM41,1.0,1.0,,,
TANC1,,,1.0,,
TANGO2,1.0,,,,
TANGO6,1.0,,,,
TAP1,1.0,,,,
TAP2,1.0,1.0,,,
TAPBP,1.0,,,,
TAPBPL,,,,1.0,
TARBP1,,1.0,,,
TARDBP,,,,,1.0
TARS,1.0,1.0,,,
TARS2,,1.0,,,
TARSL2,,,1.0,,
TAS1R1,,1.0,,,
TAS1R3,,1.0,,,
TAS2R14,,,,1.0,
TAS2R38,,1.0,,,
TAS2R4,,1.0,,,
TAS2R5,,1.0,,,
TATDN1,1.0,1.0,,,
TAX1BP1,1.0,,,,
TAX1BP3,1.0,,,,
TAZ,,,,1.0,
TBC1D13,,,,1.0,
TBC1D14,,1.0,,,
TBC1D15,,,,1.0,
TBC1D2,1.0,,,1.0,
TBC1D25,,,1.0,,
TBC1D2B,,1.0,,,
TBC1D31,,1.0,,,
TBC1D3C,,,,1.0,
TBC1D5,1.0,,,,
TBC1D8,,,,1.0,
TBC1D9B,1.0,,,,
TBCCD1,,,,,1.0
TBCE,,1.0,,,
TBK1,1.0,,,1.0,
TBKBP1,,,1.0,,
TBL2,1.0,,,,
TBL3,1.0,,1.0,,
TBP,,1.0,,,
TBRG4,,,1.0,,
TBX1,,1.0,1.0,,
TBX2,1.0,,,,
TBX4,,,1.0,,
TBXA2R,1.0,,,,
TC2N,,1.0,,,
TCEAL2,,,,,1.0
TCEAL3,,,,,1.0
TCEAL4,,,1.0,,
TCEAL5,,,,,1.0
TCEAL6,,,,,1.0
TCEAL7,,,1.0,,
TCEANC2,,,,1.0,
TCERG1,1.0,,1.0,,
TCERG1L,,,,1.0,1.0
TCF12,,,,,1.0
TCF15,,1.0,1.0,,
TCF19,,,,,1.0
TCF20,,,,,1.0
TCF24,,,,1.0,
TCF25,1.0,,,,
TCF3,,,1.0,,
TCF7,1.0,1.0,,,
TCF7L1,1.0,,,,
TCF7L2,1.0,,,,
TCFL5,,1.0,,,
TCHH,,,1.0,,
TCIRG1,1.0,,,,
TCN2,,,,,1.0
TCOF1,1.0,,,,
TCP1,,1.0,,,
TCTEX1D2,,,,,1.0
TCTEX1D4,1.0,,,,
TCTN3,1.0,,,,
TDO2,1.0,,,,
TDP1,,,1.0,,
TDRD12,,,,1.0,
TDRD7,,,,1.0,
TEAD1,,,,,1.0
TEAD2,1.0,,,,
TEAD3,,1.0,,,
TEAD4,1.0,1.0,1.0,,
TECPR2,1.0,,,,
TEF,,,1.0,,
TEK,1.0,,,,
TEKT2,,,,,1.0
TEKT3,,,,1.0,
TELO2,1.0,,,,
TEP1,1.0,,,,
TERF2,,,1.0,,
TERF2IP,,,,,1.0
TES,1.0,1.0,,,
TESK2,,,,1.0,
TESPA1,,,1.0,,
TET2,,,,,1.0
TET3,,1.0,,,
TEX101,,,,1.0,
TEX12,,,,1.0,
TEX2,,,,1.0,
TEX264,1.0,,,,
TEX9,,,,,1.0
TFAM,,1.0,,,
TFAP2B,,,,,1.0
TFAP2C,,1.0,,,
TFB2M,1.0,,,,
TFCP2L1,,,,1.0,
TFDP1,,,,,1.0
TFE3,1.0,,,,
TFF3,,,,1.0,
TFG,1.0,,,,
TFIP11,,1.0,,,
TFPI,1.0,1.0,,,
TFPI2,1.0,,,,
TFR2,,,1.0,,
TFRC,,,,1.0,
TG,,,1.0,,
TGDS,,1.0,,,
TGFA,,,,1.0,
TGFB1,1.0,,,,
TGFB1I1,1.0,,,,
TGFB3,,,1.0,,
TGFBI,1.0,,,,
TGFBR2,1.0,,,,
TGFBR3,,,,1.0,
TGIF1,1.0,,,,
TGIF2,,1.0,,,
TGIF2LX,,,,1.0,
TGM2,1.0,,,,
TGOLN2,1.0,,,1.0,
THAP10,,,,,1.0
THAP11,,,1.0,,
THAP4,,,,1.0,
THAP5,,,,,1.0
THBD,,,,1.0,
THBS1,1.0,,,,
THBS3,,,1.0,,
THEG,,,,1.0,
THEMIS2,1.0,,,,
THG1L,1.0,,,,
THOC3,,,1.0,,
THOC7,1.0,1.0,,,
THRA,,,1.0,,
THRAP3,,1.0,,,
THSD1,,,1.0,,
THSD4,1.0,,,,
THSD7A,,,1.0,,
THSD7B,,,1.0,,
THUMPD2,,1.0,,,
THUMPD3,1.0,1.0,,,
THYN1,,,,,1.0
TIA1,,,,,1.0
TIAL1,1.0,1.0,,,
TIAM1,,,,,1.0
TICRR,1.0,,1.0,,
TIFA,,,,,1.0
TIGD3,,,,,1.0
TIGD6,1.0,,,,
TIMM10B,,,,1.0,
TIMM17A,,,1.0,,
TIMM23B,1.0,,,,
TIMM44,,,1.0,,
TIMM8A,,,1.0,,
TIMM8B,,1.0,,,
TIMM9,,,1.0,,
TIMP1,1.0,,,1.0,
TIMP2,1.0,,,,
TIMP3,1.0,,,,
TINAG,,,-1.0,,
TINAGL1,,1.0,,,
TIPIN,,,1.0,,
TJP1,1.0,1.0,,,
TJP2,,,,1.0,
TJP3,,,,1.0,
TK1,1.0,,,,
TK2,1.0,,,,
TKT,,1.0,1.0,,
TLCD2,1.0,1.0,,,
TLN1,1.0,,,,
TLN2,1.0,1.0,1.0,,
TLR1,,,,1.0,
TLR10,,,,1.0,
TLR2,,1.0,,,
TLR3,1.0,,,1.0,
TLR4,,,,1.0,
TLR5,,1.0,,,
TM2D1,,,,1.0,
TM2D2,1.0,,,,
TM4SF1,1.0,,,,
TM4SF18,1.0,,,,
TM4SF4,-1.0,,,,
TM6SF2,1.0,,,,
TM9SF1,,,,1.0,
TM9SF4,1.0,,,,
TMA16,1.0,,,,
TMA7,,,,1.0,
TMBIM1,1.0,1.0,,,
TMBIM4,,,,1.0,
TMBIM6,,,,1.0,
TMC1,1.0,,,,
TMC4,,,,1.0,
TMC5,,,,1.0,
TMC6,1.0,1.0,,,
TMC7,1.0,,,,
TMC8,,,,1.0,
TMCC2,,,,,1.0
TMCO3,,,,,1.0
TMCO4,1.0,1.0,,1.0,
TMCO6,1.0,,,,
TMED1,1.0,,,,
TMED2,,1.0,,1.0,
TMED3,1.0,,,,
TMED4,,,,1.0,
TMED7,1.0,,,,
TMED9,1.0,,,,
TMEFF2,,,1.0,,
TMEM102,,1.0,,,
TMEM106C,,,,1.0,
TMEM107,,,,,1.0
TMEM109,1.0,,,1.0,
TMEM11,,,1.0,,
TMEM115,1.0,,,,
TMEM116,,,,,1.0
TMEM120B,,,1.0,,
TMEM123,,1.0,,,
TMEM125,,,,1.0,
TMEM126A,,1.0,,,
TMEM126B,,1.0,,,
TMEM127,1.0,,,1.0,
TMEM130,,,1.0,,
TMEM131,1.0,,,,
TMEM132A,,,1.0,,
TMEM132C,,,,,1.0
TMEM132E,,,1.0,,
TMEM135,,1.0,,,
TMEM138,1.0,,,,
TMEM139,1.0,1.0,,,
TMEM140,,1.0,,,
TMEM141,,,,1.0,
TMEM144,1.0,,,,
TMEM14C,1.0,,,,
TMEM150A,,1.0,,,
TMEM150C,,,,1.0,
TMEM151A,,,1.0,,
TMEM151B,,,,,1.0
TMEM154,,,,1.0,
TMEM156,1.0,,,,
TMEM158,,,1.0,1.0,
TMEM159,,,,1.0,
TMEM160,1.0,,,,
TMEM165,,,,1.0,
TMEM168,1.0,1.0,,,
TMEM169,,,,,1.0
TMEM170A,,1.0,,,
TMEM173,,,,1.0,
TMEM176A,,,,1.0,
TMEM176B,,,,1.0,
TMEM177,,1.0,1.0,,
TMEM178B,,,,1.0,
TMEM179,,,,,1.0
TMEM179B,,,,1.0,
TMEM181,,,,1.0,
TMEM182,,1.0,,,
TMEM184B,,,,1.0,
TMEM186,,,,1.0,
TMEM187,,,,1.0,
TMEM189,,,,1.0,
TMEM200B,1.0,,,,
TMEM201,,,1.0,,
TMEM205,,,,1.0,
TMEM206,,,,,1.0
TMEM211,,,,1.0,
TMEM214,1.0,,,,
TMEM216,,1.0,,,
TMEM217,,,,1.0,
TMEM219,1.0,,,1.0,
TMEM220,1.0,,,,
TMEM222,,,,,1.0
TMEM229A,,1.0,,,
TMEM230,,,,1.0,
TMEM234,,,,1.0,
TMEM235,,,1.0,,
TMEM237,,,,,1.0
TMEM240,,,,,1.0
TMEM242,,,,,1.0
TMEM245,,,,1.0,
TMEM251,,,1.0,,
TMEM252,,1.0,,,
TMEM253,,1.0,,,
TMEM258,,,,1.0,
TMEM30B,,,,1.0,
TMEM33,,1.0,,,
TMEM37,,1.0,,,
TMEM38B,,,,1.0,
TMEM39B,,,,,1.0
TMEM41B,,,,1.0,
TMEM42,1.0,,,,
TMEM43,1.0,,,,
TMEM45A,1.0,,,,
TMEM45B,,,,1.0,
TMEM47,,,,1.0,
TMEM51,,,,1.0,
TMEM52B,1.0,,,,
TMEM53,,,,1.0,
TMEM54,,1.0,,,
TMEM59,,,,1.0,
TMEM59L,,,1.0,,
TMEM61,,,,1.0,
TMEM63A,1.0,1.0,,,
TMEM63B,1.0,,,,
TMEM63C,,,1.0,,
TMEM69,,,1.0,,
TMEM71,,,,1.0,
TMEM74B,,1.0,,,
TMEM80,,,,1.0,
TMEM81,,,,,1.0
TMEM86A,,,,1.0,
TMEM87A,1.0,1.0,,,
TMEM87B,1.0,,,1.0,
TMEM88B,,,1.0,,
TMEM89,,,,1.0,
TMEM8A,,,,1.0,
TMEM92,1.0,1.0,,,
TMEM97,,,1.0,,
TMEM9B,,,,1.0,
TMLHE,,,1.0,,
TMOD1,,,1.0,,
TMOD3,1.0,,,,
TMPO,,,,,1.0
TMPPE,1.0,,,,
TMPRSS13,,,,1.0,
TMPRSS15,,,,,1.0
TMPRSS2,,,,1.0,
TMPRSS3,,1.0,,,
TMPRSS5,,1.0,,,
TMPRSS9,1.0,,,,
TMSB10,1.0,,,,
TMSB15A,,,,,1.0
TMSB15B,,,,,1.0
TMTC2,,,1.0,,
TMX1,,,,1.0,
TNFAIP2,,1.0,,,1.0
TNFAIP3,1.0,,,,
TNFAIP6,1.0,,,,
TNFAIP8L3,,,1.0,,
TNFRSF10A,,1.0,,,
TNFRSF10B,1.0,1.0,,,
TNFRSF10C,1.0,,,1.0,
TNFRSF10D,1.0,1.0,,,
TNFRSF11B,,,,1.0,
TNFRSF12A,1.0,,,,
TNFRSF13C,,,1.0,1.0,
TNFRSF14,,,,1.0,
TNFRSF18,,1.0,,,
TNFRSF1A,1.0,,,,
TNFRSF1B,1.0,,,,
TNFRSF21,,1.0,,,
TNFRSF25,,1.0,,,1.0
TNFRSF4,,1.0,,,
TNFSF10,,,,1.0,
TNFSF12,1.0,1.0,,,
TNFSF15,,,,1.0,
TNFSF4,,1.0,,,
TNFSF8,,,,-1.0,
TNFSF9,1.0,1.0,,,
TNIK,,,1.0,,
TNIP1,1.0,,,,
TNIP2,1.0,1.0,,,
TNK1,,1.0,,,
TNKS1BP1,1.0,,,1.0,
TNN,,1.0,,,
TNNC1,1.0,,,,
TNNT2,,,1.0,,
TNPO1,1.0,,1.0,,
TNPO3,1.0,1.0,,,
TNRC18,1.0,,,,
TNRC6B,,,,,1.0
TNRC6C,,,1.0,,
TNS1,,,,1.0,
TNXB,1.0,,,,
TOB2,1.0,1.0,,,
TOE1,,,,1.0,
TOMM22,,,1.0,,
TONSL,,1.0,,,
TOP1,,1.0,,,
TOP1MT,,1.0,1.0,,
TOP3A,,,1.0,,
TOR1A,,,,1.0,
TOR1AIP1,,1.0,,,
TOR1AIP2,,1.0,,,
TOR1B,1.0,,,,
TOR3A,,1.0,,,
TOX3,,,,,1.0
TP53BP1,1.0,,,,
TP53BP2,,,,,1.0
TP53I11,,,1.0,,
TP53I13,1.0,1.0,,,
TP53I3,1.0,1.0,,,
TP73,,,1.0,,
TPBG,1.0,,,1.0,
TPCN1,,,,1.0,
TPCN2,1.0,1.0,,,
TPD52,,,,1.0,
TPD52L1,,1.0,,,
TPD52L2,1.0,,,,
TPGS1,1.0,,,,
TPH1,,,,1.0,
TPK1,1.0,,,,
TPM1,1.0,,,,
TPM2,1.0,1.0,,,
TPM3,1.0,,,,
TPM4,1.0,,,,
TPMT,,1.0,,,
