Feature Name,1,2,3,4,5
EMX1,,,1.0,,
EN1,1.0,,,,
ENDOD1,1.0,1.0,,,
ENG,,,,1.0,
ENHO,,,,,1.0
ENO1,1.0,,1.0,,
ENOSF1,1.0,,,,
ENOX1,,,1.0,,
ENOX2,,,,,1.0
ENPP2,,,,1.0,
ENPP5,,1.0,,,
ENSA,,1.0,,,
ENTPD2,,,,1.0,
ENTPD5,1.0,,,,
ENTPD7,1.0,,,,
ENTPD8,,,,1.0,
ENY2,1.0,,,,
EOGT,1.0,,,,
EPAS1,1.0,,,1.0,
EPB41L1,1.0,,,,
EPB41L2,1.0,,,,
EPB41L4A,,,,1.0,
EPB41L4B,,,,1.0,
EPC2,,,,,1.0
EPDR1,1.0,1.0,1.0,,
EPHA1,,1.0,,,
EPHA2,1.0,1.0,,,
EPHA5,,,1.0,,
EPHA7,,,,1.0,
EPHA8,,,1.0,,
EPHB1,,,,1.0,
EPHB2,,,1.0,,
EPHB3,,1.0,,,
EPHB4,1.0,,,,
EPHX1,,,,,1.0
EPHX3,,,,1.0,
EPHX4,,1.0,,,
EPM2A,,,,,1.0
EPN1,,,1.0,,
EPN2,,,1.0,,
EPN3,,1.0,,1.0,
EPPK1,,1.0,,,
EPRS,,1.0,,,
EPS15L1,,,1.0,,
EPS8L1,1.0,,,,
EPS8L2,,1.0,,1.0,
ERAL1,,,1.0,,
ERAP1,1.0,,,,
ERBB2,1.0,1.0,,,
ERBB3,,1.0,,,
ERCC1,1.0,,1.0,,
ERCC2,1.0,1.0,1.0,,
ERCC4,,,,,1.0
ERCC5,,1.0,,,
ERCC6L2,,,,,1.0
ERF,1.0,,,,
ERGIC1,1.0,,,,
ERH,,,1.0,,
ERI2,,,,1.0,
ERI3,,,,1.0,
ERLEC1,,,,1.0,
ERLIN1,1.0,,,,
ERLIN2,,1.0,,,
ERMAP,,,,1.0,
ERMARD,1.0,1.0,,,
ERN1,,,,1.0,
ERP27,,1.0,,,
ERRFI1,1.0,,,,
ERVMER34-1,,1.0,,,
ESPL1,1.0,,,,
ESPN,,1.0,,,
ESR1,,,,1.0,
ESRP1,,,,1.0,
ESRP2,,1.0,,1.0,
ESRRA,,1.0,,1.0,
ESRRG,,,1.0,,
ESYT1,1.0,,,,
ESYT2,,,,1.0,
ESYT3,,1.0,,,
ETF1,1.0,,,,
ETFB,1.0,,,,
ETHE1,1.0,,,,
ETNPPL,,1.0,,,
ETS1,,,,1.0,
ETS2,,,,1.0,
ETV4,1.0,,,,
ETV5,1.0,,,,
ETV6,,,,1.0,
ETV7,,1.0,,,
EVA1A,,,,1.0,
EVA1B,1.0,,,,
EVC,1.0,1.0,,,
EVI2A,1.0,1.0,,,
EVI2B,1.0,,-1.0,,
EVI5,1.0,,,,
EVI5L,,,1.0,,
EVL,,,1.0,,
EVPL,,1.0,,1.0,
EVX2,,,,1.0,
EWSR1,,1.0,,,
EXD3,,,,1.0,
EXO1,,,,,1.0
EXO5,,,,1.0,
EXOC6B,1.0,,,,
EXOSC1,1.0,,,,
EXOSC10,1.0,,,,
EXOSC4,,1.0,1.0,,
EXOSC7,1.0,1.0,,,
EXPH5,,,,1.0,
EXT1,1.0,1.0,,,
EXT2,1.0,,,,
EYA2,,,1.0,,
EZH2,,,,,1.0
F10,,1.0,,,
F11R,,,,1.0,
F12,,,1.0,,
F2R,,1.0,,,
F2RL1,,1.0,,,
F2RL2,1.0,,,,
F2RL3,,,,1.0,
F3,1.0,,,,
F5,,,,1.0,
F8A2,,,,,1.0
FAAH,,,,1.0,
FAAH2,,,,1.0,
FABP5,,,,1.0,
FADD,1.0,,,,
FADS1,,,,,1.0
FADS2,,,,,1.0
FADS3,1.0,,,,
FADS6,,,1.0,,
FAF2,1.0,,,,
FAH,1.0,1.0,,,
FAHD2A,1.0,,1.0,,
FAHD2B,1.0,1.0,,,
FAIM2,,,,,1.0
FAM102A,,,,1.0,
FAM102B,,,,,1.0
FAM106A,,,1.0,,
FAM107B,,,,,1.0
FAM110C,,,,1.0,
FAM111A,,,,1.0,
FAM111B,,,,1.0,1.0
FAM114A1,1.0,,,,
FAM114A2,1.0,,,,
FAM117A,,1.0,,,
FAM118A,,,1.0,,
FAM120AOS,,,,1.0,
FAM122A,,,,1.0,
FAM122C,,,,,1.0
FAM124A,,1.0,1.0,,
FAM129A,1.0,,,,
FAM129B,,,,1.0,
FAM129C,,,,,1.0
FAM131A,,,,,1.0
FAM131C,,,1.0,,
FAM133A,,,1.0,,
FAM133B,,1.0,,,
FAM13A,,,,1.0,
FAM13B,,,,,1.0
FAM13C,,,1.0,,
FAM151B,1.0,,,,
FAM155A,,,,1.0,
FAM155B,,,1.0,,
FAM156A,,,1.0,,
FAM156B,,,1.0,,
FAM160B1,1.0,,,,
FAM160B2,1.0,,,,
FAM163B,,,,1.0,
FAM167B,,,,1.0,1.0
FAM171A1,,1.0,1.0,,
FAM174A,,,,1.0,
FAM174B,,,,1.0,
FAM177A1,,,,1.0,
FAM177B,,1.0,,,
FAM178B,,,,1.0,
FAM181A,,,,1.0,
FAM181B,,,1.0,,
FAM186B,,,1.0,,
FAM187A,,,,1.0,
FAM189A2,,,,,1.0
FAM189B,,,1.0,,
FAM207A,,,1.0,,
FAM20A,,1.0,,,
FAM20C,1.0,,,,
FAM214B,1.0,,,,
FAM216A,,,1.0,,
FAM221A,,,,,1.0
FAM227B,,,,,1.0
FAM3B,,,,1.0,
FAM43A,,,,1.0,
FAM45A,1.0,,,,
FAM49A,,1.0,,,
FAM50A,,,,,1.0
FAM53A,1.0,,,,
FAM53C,1.0,,,,
FAM57B,,,1.0,,1.0
FAM71E1,,,,,1.0
FAM76A,,,,,1.0
FAM78A,,,1.0,,
FAM78B,,,1.0,,
FAM81B,,,,1.0,
FAM83B,,1.0,,,
FAM83D,1.0,,,,
FAM83E,,,,1.0,
FAM83F,,,,1.0,
FAM83G,1.0,,1.0,,
FAM83H,,1.0,,1.0,
FAM84A,,,,1.0,
FAM84B,,,,1.0,
FAM89B,,,,,1.0
FAM8A1,,1.0,,,
FAM91A1,,1.0,,,
FAM92B,,,,,1.0
FAM98A,1.0,,1.0,,
FAM98B,,1.0,,,1.0
FAM9C,1.0,,,,
FAN1,,1.0,,,
FANCA,,,,,1.0
FANCC,,,,,1.0
FANCD2,1.0,1.0,,,
FANCF,,,1.0,,
FANCM,,,1.0,,
FANK1,,,,1.0,
FAP,1.0,,,,
FAR1,,,,1.0,
FAR2,,1.0,,,
FARP2,,,,1.0,
FARSA,,,1.0,,
FARSB,,,1.0,,
FAS,1.0,,,,
FASN,,1.0,1.0,,
FASTK,1.0,,,,
FASTKD1,,1.0,,,
FASTKD3,,,1.0,,
FAT1,1.0,1.0,,,
FAT3,,1.0,,,
FAT4,1.0,,1.0,,
FAXC,,,,,1.0
FAXDC2,,,,1.0,
FBL,,,1.0,,
FBLIM1,,1.0,,,
FBLN1,1.0,,,,
FBLN2,1.0,,,,
FBLN5,,1.0,,,
FBLN7,,,,1.0,
FBN1,1.0,,,,
FBN3,,,,,1.0
FBXL13,,,,,1.0
FBXL15,,,,1.0,
FBXL17,1.0,,,,
FBXL18,1.0,,,,
FBXL19,,1.0,,,
FBXL4,,1.0,,1.0,
FBXL6,,1.0,,,
FBXL8,1.0,,,,
FBXO15,,,,1.0,
FBXO17,1.0,,,,
FBXO2,1.0,1.0,,,
FBXO21,,,,,1.0
FBXO22,1.0,,1.0,,
FBXO24,1.0,,,,
FBXO27,1.0,,,,
FBXO31,,,1.0,,
FBXO32,,,,1.0,
FBXO33,,,,1.0,
FBXO4,1.0,,,,
FBXO44,1.0,,1.0,,
FBXO45,,,,,1.0
FBXO48,,,,1.0,
FBXO5,,,,,1.0
FBXO6,1.0,,,,
FBXO7,,,1.0,,
FBXW10,1.0,,,,
FBXW2,,,,1.0,
FBXW5,1.0,,,,
FCER1G,1.0,,,,
FCF1,,,1.0,,
FCGRT,,1.0,,,
FCHO1,,,1.0,,
FCHO2,1.0,,,,
FCHSD1,1.0,1.0,,,
FCHSD2,,1.0,,,
FCN2,,,1.0,,
FCN3,1.0,1.0,,,
FCRLB,1.0,,,,
FDCSP,1.0,,,,
FDXACB1,1.0,1.0,,,
FDXR,,,1.0,,
FEM1B,,,,,1.0
FEN1,,,,,1.0
FER,1.0,,,,1.0
FER1L6,,,,1.0,
FERMT2,1.0,,1.0,,
FES,,1.0,,,
FEV,,,1.0,,
FEZ1,,1.0,,,
FEZ2,1.0,,1.0,,
FGA,1.0,,,,
FGB,1.0,,,,
FGD3,,,,,1.0
FGD4,,,1.0,,
FGD5,,1.0,,,
FGD6,1.0,,,,
FGF13,,1.0,,,
FGF2,1.0,,,,
FGF22,1.0,,,,
FGF23,,,1.0,,
FGF9,,,,,1.0
FGFBP3,,,1.0,,
FGFR1,1.0,,,,
FGFR1OP,,1.0,,,
FGFR1OP2,1.0,,,,
FGFR2,,1.0,1.0,,
FGFR3,1.0,1.0,1.0,,
FGFR4,,,1.0,,
FGFRL1,1.0,1.0,,,
FGG,1.0,,,,
FGGY,,,1.0,,
FHAD1,,,,1.0,
FHDC1,,1.0,,,
FHL1,,,1.0,,
FHL2,1.0,,,,
FHL3,,1.0,1.0,,
FHOD1,1.0,,,,
FHOD3,,,1.0,,
FIBCD1,1.0,,,,
FIBP,,1.0,,,
FIGNL1,,,,,1.0
FJX1,,,1.0,,
FKBP10,1.0,,,,
FKBP11,,1.0,,,
FKBP14,1.0,1.0,,,
FKBP15,1.0,,,1.0,
FKBP2,,,,1.0,
FKBP3,,,1.0,,
FKBP4,,,1.0,,
FKBP5,1.0,1.0,,,
FKBP7,,,1.0,,
FKBP8,1.0,,,,
FKBP9,1.0,,,,
FKTN,1.0,,,,
FLG,,,1.0,,
FLI1,,,,,1.0
FLII,1.0,,,,
FLNA,1.0,,,,
FLNB,1.0,,,1.0,
FLNC,1.0,,,,
FLOT1,1.0,,,,
FLRT1,,,1.0,,
FLT1,,,,1.0,
FLT3,,1.0,,,
FLT3LG,,,,,1.0
FLT4,,,1.0,,
FLYWCH1,1.0,,1.0,,
FMN1,,,,1.0,
FMN2,,,,,1.0
FMNL1,1.0,,,,
FMNL2,,,1.0,,
FMNL3,1.0,,,,
FMO4,,1.0,,,
FMO5,,,,1.0,
FMR1,,,,,1.0
FNBP1L,,,,,1.0
FNBP4,,1.0,,,
FNDC1,1.0,,,,
FNDC3B,1.0,,,,
FNDC5,,,,,1.0
FNIP1,1.0,,,,
FNTB,,,1.0,,
FOLH1,,1.0,,,
FOS,,,,1.0,
FOSB,1.0,,,1.0,
FOSL1,1.0,,,,
FOSL2,1.0,,,,
FOXA1,,,,1.0,
FOXC1,1.0,,,1.0,
FOXC2,1.0,,,,
FOXD4,,,,,1.0
FOXD4L1,,,,,1.0
FOXF2,1.0,,,,
FOXI1,,1.0,,,
FOXJ1,,,,1.0,
FOXJ2,1.0,,,,
FOXJ3,,,,1.0,
FOXK1,,1.0,1.0,,
FOXN1,,,1.0,,
FOXN3,,1.0,,,
FOXO1,,,1.0,,
FOXO3,,1.0,,,
FOXP1,,,,1.0,
FPGS,,,,1.0,
FPGT,1.0,,,1.0,
FPR1,,1.0,,,
FPR2,,1.0,,,
FRA10AC1,1.0,,,,
FRAS1,,,,1.0,1.0
FRAT1,,,,1.0,
FRAT2,,,,1.0,
FREM1,,,1.0,,
FRK,,,,1.0,
FRMD4A,,,1.0,,
FRMD4B,,,,1.0,
FRMD5,,,,,1.0
FRMD6,1.0,,1.0,,
FRMD8,,,,1.0,
FRMPD2,,,,1.0,
FRMPD3,,,1.0,,
FRS3,,,,,1.0
FRY,,,,1.0,
FSBP,,1.0,,,
FSCN1,,,1.0,,
FSCN2,,,,1.0,
FSD1,,,1.0,,
FST,,,,1.0,
FSTL1,1.0,,,,
FSTL3,1.0,,,,
FTCD,,1.0,,,
FTCDNL1,1.0,1.0,,,
FTH1,,1.0,,,
FTSJ1,,,1.0,,
FTSJ3,1.0,,,,
FUCA1,1.0,,,,
FUCA2,1.0,,,,
FUOM,1.0,1.0,,,
FURIN,,1.0,,,
FUT11,1.0,,,,
FUT3,,,,1.0,
FUT6,,,,1.0,
FUZ,,,,,1.0
FXN,,1.0,,,
FXYD1,1.0,,,,
FXYD2,,,,1.0,
FXYD4,,,,1.0,
FXYD5,1.0,,,,
FXYD6,,,,,1.0
FXYD7,,,1.0,,
FYCO1,1.0,,,,
FYN,,,,,1.0
FZD2,1.0,,,,
FZD6,,,,1.0,
FZD7,1.0,,1.0,,
G2E3,,,1.0,,
G3BP1,1.0,,,,
G6PC2,,,1.0,,
G6PD,,1.0,,,
GAA,,,1.0,,
GAB2,,1.0,,,
GAB3,,,1.0,,
GABARAPL1,,,,1.0,
GABBR1,1.0,,,,
GABBR2,,,1.0,,
GABPA,,,,,1.0
GABPB1,,,,,1.0
GABRA1,,,1.0,,
GABRA4,,1.0,,,
GABRA5,,,1.0,,
GABRB2,,,1.0,,
GABRE,1.0,,,,
GABRG2,,,1.0,,
GAD2,,,,,1.0
GADD45B,1.0,,,,
GADD45G,,,,,1.0
GADD45GIP1,1.0,,1.0,,
GAK,1.0,1.0,,,
GAL,,1.0,,,
GAL3ST2,,,,1.0,
GAL3ST4,,1.0,,,
GALK1,1.0,1.0,1.0,,
GALNS,1.0,,,,
GALNT10,1.0,,,,
GALNT14,1.0,1.0,1.0,,
GALNT15,,,1.0,,
GALNT16,,,1.0,,
GALNT2,1.0,,,,
GALNT4,1.0,1.0,,,
GALNT5,,,1.0,,
GALNT6,,1.0,,,
GALNT7,,,,1.0,
GALNT8,,,,,1.0
GALT,1.0,,,,
GAMT,,,1.0,,
GANAB,,,,1.0,
GANC,1.0,1.0,,,
GAPDH,,,1.0,,
GARNL3,,,1.0,,
GART,,,1.0,,
GAS1,1.0,1.0,1.0,,
GAS2,,,1.0,,
GAS2L1,1.0,,1.0,,
GAS7,1.0,1.0,,,
GATA2,1.0,,1.0,,
GATA3,1.0,,,,
GATA4,1.0,,,,
GATA6,,1.0,,,
GATAD2A,,1.0,1.0,,
GATM,,,1.0,,
GBA,1.0,,,1.0,
GBE1,,,,1.0,
GBF1,1.0,1.0,,,
GBGT1,,1.0,,,
GBP3,1.0,,,1.0,
GBP4,,,,1.0,
GBX1,,,1.0,,
GCA,,,,1.0,
GCAT,,1.0,,,
GCC1,1.0,,,,
GCC2,,,,1.0,
GCG,1.0,,,,
GCHFR,,,,1.0,
GCKR,,1.0,,,
GCLC,,1.0,,1.0,
GCLM,1.0,,,1.0,
GCNT1,,,,1.0,
GCNT2,,1.0,,,1.0
GCNT3,,,,1.0,
GCNT4,1.0,,,,
GCSAM,,,,1.0,
GCSH,1.0,,,,
GDAP1L1,,,1.0,,
GDE1,,,,1.0,
GDF1,,,1.0,,
GDF6,1.0,,,,
GDF7,,1.0,,,
GDI1,,,,,1.0
GDNF,,,1.0,,
GDPD3,,,,,1.0
GDPGP1,1.0,1.0,,,
GEMIN2,,,1.0,,
GEMIN4,,1.0,1.0,,
GEMIN5,1.0,,1.0,,
GFI1,,,,1.0,
GFI1B,,1.0,,,
GFOD1,,1.0,1.0,,
GFPT2,1.0,,,,
GGA2,,1.0,1.0,,
GGA3,1.0,1.0,,,
GGCT,,,,1.0,
GGCX,1.0,,,,
GGPS1,,,,,1.0
GGT2,,,,1.0,
GGT5,,,1.0,,
GHDC,,,,1.0,
GHITM,1.0,,,,
GHR,1.0,,,,
GHRH,,,,,1.0
GHRHR,,,1.0,,
GID4,,,1.0,,
GID8,,1.0,,,
GINS1,,,,,1.0
GINS3,,,1.0,,
GIP,-1.0,,,,
GIPC1,1.0,,,,
GIPC2,,,,1.0,
GIT1,,,1.0,,
GIT2,1.0,,,,
GJA1,1.0,,,,
GJA3,1.0,-1.0,,,
GJB1,,,,1.0,
GJB2,1.0,1.0,,,
GJB4,,,,1.0,
GJB6,,1.0,,,
GJC3,,1.0,,,
GJD2,,,1.0,,
GJD3,1.0,,,,
GK2,,,1.0,,
GKAP1,,,,,1.0
GLB1,1.0,1.0,,,
GLB1L,,,,1.0,
GLB1L3,,,,,1.0
GLCCI1,,,,,1.0
GLCE,,,1.0,,
GLE1,,,,1.0,
GLG1,1.0,,,,
GLI1,1.0,,,,
GLI2,,,1.0,,
GLI3,1.0,,,,
GLIPR1,1.0,,,,
GLIPR1L2,,,,,1.0
GLIPR2,1.0,,1.0,,
GLIS1,,,1.0,,
GLIS3,1.0,1.0,,,
GLMN,,1.0,,,
GLOD4,,1.0,,,
GLOD5,,,,,1.0
GLP1R,,,1.0,,
GLP2R,,,1.0,,
GLRA2,,1.0,,,
GLRA3,,,,1.0,
GLRA4,,,,,1.0
GLRX2,1.0,1.0,,,
GLRX3,1.0,,,,
GLS2,,,,1.0,
GLT8D1,1.0,,,,
GLUD1,1.0,,1.0,,
GLUL,,1.0,,,
GM2A,1.0,,,,
GMCL1,,1.0,,1.0,
GMDS,,,,1.0,
GMFB,,,1.0,,
GMFG,,,,1.0,
GMIP,1.0,,,,
GMPPA,1.0,,,,
GMPPB,1.0,,,,
GMPR,,,,1.0,
GMPR2,,,1.0,,
GNA14,,,,1.0,
GNAI1,,1.0,,,
GNAI2,1.0,,,,
GNAI3,1.0,,1.0,,
GNAO1,,,1.0,,
GNAQ,,,,1.0,1.0
GNAT2,1.0,,1.0,,
GNAT3,,1.0,,,
GNAZ,,,1.0,,
GNB1L,,,1.0,,
GNB3,,,1.0,,
GNB4,1.0,,,,
GNE,,,1.0,,
GNG11,1.0,,,,
GNG12,1.0,,,,
GNG13,,1.0,,,
GNG3,,,,,1.0
GNG4,,,,,1.0
GNG5,1.0,,,,
GNL2,,,,1.0,
GNL3,1.0,1.0,1.0,,
GNS,1.0,,,,
GOLGA1,1.0,,,,
GOLGA2,1.0,,,1.0,
GOLGA4,1.0,1.0,,,
GOLGA6L4,1.0,,,,
GOLGA7B,,,,1.0,
GOLGA8H,,,1.0,,
GOLGA8K,,,1.0,,
GOLIM4,1.0,,,,
GOLPH3L,,1.0,,,
GOLT1A,,,,1.0,
GORASP1,1.0,,,,
GP2,,,,1.0,
GP5,,,,1.0,
GPAA1,,,,1.0,
GPAM,1.0,,,,
GPATCH2L,,,1.0,,
GPATCH4,1.0,,1.0,,
GPATCH8,,1.0,,,
GPBP1L1,,,,1.0,
GPC1,1.0,,,,
GPC4,,,,1.0,
GPC5,,,,1.0,
GPD1L,,,1.0,,
GPHN,,,1.0,,
GPI,,,1.0,,
GPKOW,1.0,,1.0,,
GPLD1,,,1.0,,
GPM6B,,,1.0,,
GPN1,1.0,,,,
GPR107,,,,1.0,
GPR108,1.0,,,,
GPR132,,,1.0,,
GPR135,1.0,,,,
GPR137,1.0,,,,
GPR141,,1.0,,,
GPR142,,,1.0,,
GPR143,,,,,1.0
GPR148,,,,1.0,
GPR149,,,,,1.0
GPR152,,,,1.0,
GPR153,,,1.0,,
GPR155,,,1.0,,
GPR157,1.0,,,,
GPR160,,1.0,,1.0,
GPR161,,,,,1.0
GPR162,,,1.0,,
GPR17,1.0,,,,
GPR176,1.0,,,,
GPR179,,,1.0,,
GPR20,,,1.0,,
GPR26,,,1.0,,
GPR35,,,,1.0,
GPR50,,,,1.0,
GPR55,,,,1.0,
GPR6,,,,1.0,
GPR61,,,1.0,,
GPR68,,,1.0,,
GPR85,,,1.0,,
GPR87,1.0,,,,
GPR89A,,1.0,,,
GPRC5B,,,,,1.0
GPRC5C,,,,1.0,
GPRIN2,,1.0,,,
GPS1,,,1.0,,
GPSM1,,,1.0,,
GPSM3,,,,1.0,
GPX2,,,,1.0,
GPX4,1.0,,,,
GPX7,,,1.0,,
GPX8,1.0,,,,
GRAMD1C,,,,1.0,
GRAP,,,,1.0,
GRAP2,,,,1.0,
GRAPL,,,,1.0,
GRASP,,1.0,,,
GRB7,,,,1.0,
GREB1,,,,1.0,
GRHL2,,1.0,,,
GRHPR,1.0,,,,
GRIK3,,,,1.0,
GRIK4,,,1.0,,
GRIK5,,,1.0,,
GRIN1,,,,1.0,
GRIN2A,,,1.0,,
GRIN2B,,,1.0,,
GRIN2D,,,1.0,,
GRIN3B,1.0,,,,
GRIP1,,,,,1.0
GRN,1.0,,,,
GRP,,,,1.0,
GRPEL1,1.0,,,,
GRSF1,,1.0,,,
GRTP1,,1.0,,,
GRWD1,,,1.0,,
GSAP,,,,1.0,
GSDMA,,,,1.0,
GSDMC,1.0,,,,
GSDMD,,,,1.0,
GSG1,1.0,,,,
GSG1L,,,1.0,,
GSN,,,,1.0,
GSPT1,,,1.0,,
GSR,,1.0,,,
GSS,1.0,,,,
GSTCD,1.0,1.0,,,
GSTK1,1.0,1.0,,,
GSTM4,1.0,,,,
GSTO1,1.0,1.0,,,
GSTO2,,1.0,,,
GSTP1,,1.0,,,
GSTZ1,,,1.0,,
GTF2A2,,,,,1.0
GTF2B,,1.0,,1.0,
GTF2E2,1.0,,,,
GTF2H2,1.0,,,,
GTF2H2C,1.0,,,,
GTF3C2,,1.0,,,
GTF3C3,,1.0,,,
GTPBP1,,,1.0,,
GTPBP10,,1.0,,,
GTPBP3,,,1.0,,
GTPBP4,1.0,,1.0,,
GTPBP8,,,1.0,,
GUCA1A,,,,1.0,
GUCD1,1.0,,,,
GUCY1A2,,1.0,,,
GUCY2D,,1.0,,,
GUF1,,1.0,,,
GULP1,,,,1.0,
GYG1,1.0,,,,
GYS1,1.0,1.0,,,
H1FX,,,,,1.0
H2AFJ,1.0,,,,
H2AFV,,,,1.0,1.0
H2AFX,,,,,1.0
H6PD,1.0,,,,
HABP2,,,,1.0,1.0
HADHA,1.0,1.0,,,
HADHB,1.0,,,,
HAND2,,,1.0,,
HAPLN2,,,1.0,,
HAPLN3,1.0,1.0,,,
HARS,1.0,,1.0,,
HARS2,1.0,1.0,,,
HAS1,,1.0,,,
HAS2,1.0,,,,
HAUS1,,,,,1.0
HAUS2,,,,,1.0
HAUS4,,,1.0,,
HAUS7,,,1.0,,
HBA1,,,1.0,,
HBA2,,,1.0,,
HBEGF,1.0,,,,
HBM,,,1.0,,
HBQ1,,,1.0,,
HCAR2,,,1.0,,
HCAR3,,,1.0,,
HCCS,1.0,,,,
HCFC1,,,,,1.0
HCFC1R1,1.0,,,,
HCK,,1.0,,,
HCN1,,,1.0,,
HCRT,,,,1.0,
HCRTR1,,,,,1.0
HDAC10,1.0,,,,
HDAC11,,,,1.0,
HDAC3,1.0,,,,
HDAC7,1.0,1.0,,,
HDC,,,,,1.0
HDDC2,1.0,,1.0,,
HDLBP,,1.0,,,
HEATR1,1.0,,,,
HEATR5A,,,,1.0,
HEATR5B,,1.0,,,
HEATR6,,,1.0,,
HEBP1,1.0,,,,
HECTD1,,,,1.0,
HECTD3,,,1.0,1.0,
HECTD4,,,,1.0,
HELQ,1.0,1.0,,,
HELZ2,1.0,,,,
HEPACAM2,,,,1.0,
HEPH,,1.0,,,
HERC1,,,1.0,,
HERC4,1.0,1.0,,,
HERC6,1.0,,,,
HERPUD2,1.0,,,,
HES1,,,,1.0,
HES2,,1.0,,,
HES4,1.0,,1.0,,
HES6,,,,,1.0
HES7,,,1.0,,
HEXA,1.0,,,,
HEXB,1.0,,,,
HEXIM1,1.0,,,,
HEXIM2,1.0,,,,
HEY1,,,,1.0,
HEY2,,,1.0,,
HFE,1.0,,,,
HGD,,1.0,,,
HGF,1.0,,,,
HGFAC,,,,1.0,
HGS,,,1.0,,
HHEX,1.0,,,,
HHLA1,,,,1.0,
HIBADH,1.0,,,,
HIBCH,,1.0,,,
HIC2,,1.0,,,
HIF1AN,1.0,,,,
HIP1R,,1.0,,1.0,
HIPK2,,1.0,,,
HIPK3,,1.0,,1.0,
HIPK4,1.0,,,,
HIRIP3,,,,,1.0
HIST1H1A,,,,1.0,
HIST1H1B,,,,,1.0
HIST1H1E,,,,,1.0
HIST1H2AB,,,,,1.0
HIST1H2AM,,,,,1.0
HIST1H2BB,,,,,1.0
HIST1H2BF,,,,,1.0
HIST1H3A,,,,,1.0
HIST1H3B,,,,,1.0
HIST1H3F,,,,,1.0
HIST1H3H,1.0,,,,
HIST1H4A,,,,,1.0
HIST1H4B,,,,,1.0
HIST1H4C,,,,,1.0
HIST1H4E,,,,,1.0
HIST1H4H,,,,,1.0
HIST1H4K,,,,,1.0
HIST2H2AB,,,1.0,,
HIST2H2AC,,,1.0,,1.0
HIST2H3D,,,1.0,,
HIVEP3,,,,1.0,
HK1,,,1.0,1.0,
HK3,,,1.0,,
HKDC1,1.0,1.0,,,
HLA-B,1.0,,,,
HLA-C,1.0,,,1.0,
HLA-DMA,,1.0,,,
HLA-DMB,,,1.0,,
HLA-DOB,1.0,,,,
HLA-DQB2,,1.0,,,
HLA-DRA,1.0,,,,
HLA-DRB1,1.0,,,,
HLA-DRB5,1.0,,,,
HLA-E,1.0,,,,
HLA-F,1.0,,,,
HLF,,,1.0,,
HMBS,,1.0,,,
HMCN1,1.0,1.0,,,
HMG20A,1.0,,1.0,,
HMG20B,1.0,,,,
HMGA1,,,1.0,,
HMGA2,1.0,1.0,,,
HMGB1,,1.0,,,
HMGB2,,,,,1.0
HMGB3,,,,1.0,
HMGN2,,,,,1.0
HMGN5,,1.0,,,
HMGXB3,1.0,,,,
HMHB1,,,1.0,,
HMMR,1.0,,,,
HMOX1,1.0,,,,
HMX1,1.0,,,,
HMX3,,1.0,,,
HNF4G,,1.0,,,
HNMT,,,,1.0,
HNRNPA0,,,,,1.0
HNRNPA1,,,1.0,,
HNRNPC,,1.0,1.0,,
HNRNPD,,1.0,,,
HNRNPF,,,,1.0,
HNRNPLL,,,,,1.0
HNRNPM,1.0,1.0,,,
HNRNPR,,,,,1.0
HNRNPU,,1.0,,,
HNRNPUL2,,,,,1.0
HOMER3,1.0,,,,
HOOK1,,,,1.0,
HOXA1,1.0,1.0,,,
HOXA11,,,1.0,,
HOXA13,,,1.0,,
HOXA2,,1.0,,,
HOXA3,,1.0,,,
HOXB13,1.0,,,1.0,
HOXB3,,,,1.0,
HOXB4,,,,1.0,
HOXB5,,,,1.0,
HOXB6,,,,1.0,
HOXC10,1.0,1.0,,,
HOXC11,,1.0,,,
HOXC12,,1.0,,,
HOXC13,1.0,1.0,,,
HOXC4,,1.0,1.0,,
HOXC5,,1.0,1.0,,
HOXC6,1.0,,,,
HOXC8,1.0,1.0,1.0,,
HOXC9,,1.0,,,
HOXD1,,,,1.0,
HOXD8,,,,1.0,
HP,,,,1.0,
HP1BP3,,,,,1.0
HPCA,,,1.0,,
HPD,1.0,,,,
HPDL,,,1.0,,
HPGD,,,,1.0,
HPN,,,,1.0,
HPRT1,,,1.0,,
HPS1,1.0,,,,
HPS3,,,,1.0,
HPS4,,,1.0,,
HPS6,1.0,,,,
HPSE,,,,1.0,
HPSE2,,1.0,,,
HR,,,1.0,,
HRASLS2,,,1.0,,
HRCT1,1.0,,,,
HRH1,,,,1.0,
HRH3,,,,,1.0
HRNR,1.0,,1.0,,
HS1BP3,1.0,,,,
HS2ST1,,,,1.0,
HS3ST1,,,,1.0,
HS3ST2,,,,1.0,
HS3ST3A1,1.0,1.0,,,
HS3ST3B1,,1.0,,,
HS3ST4,,,,,1.0
HS3ST5,,,1.0,,
HS3ST6,,,,1.0,
HSBP1,,,,1.0,
HSBP1L1,1.0,1.0,,,
HSD11B1,,,1.0,,
HSD17B10,,,1.0,,
HSD17B3,1.0,1.0,,1.0,
HSD3B7,,,,1.0,
HSDL2,,,,1.0,
HSF1,,1.0,,,
HSF2,,,,,1.0
HSF2BP,1.0,1.0,,,
HSH2D,,,,1.0,
HSP90AA1,,,1.0,,
HSP90AB1,1.0,,,,
HSP90B1,1.0,1.0,,1.0,
HSPA12A,,,1.0,,
HSPA4,1.0,,,,
HSPA4L,,1.0,,,
HSPA5,1.0,,,,
HSPA8,,1.0,,,
